Good_or_Bad,Max(loannumber),Max(durationforapproval),Mean(Interestrate),Sum(referral_recode),Sum(churn_flag),Pct_Ontime,Mean(AgeAtTimeofLoan),bank_account_recode,bank_name_clients,employment_status_clients_recode
Bad,15.31004481,1.009781196,205.1913114,0,12.84097233,74.55046295,30.8,Other,UBA,Permanent
Bad,16.0049636,2.485742934,212.8155859,0,10.50702661,63.42926925,37.9,Savings,GT Bank,Self-Employed
Bad,16.27737409,7.424471013,333.2033516,0,13.69656575,63.58694258,23.6,Savings,Zenith Bank,Permanent
Bad,14.51405656,15.86760422,221.0213247,0,10.27553895,72.48387667,30.3,Other,GT Bank,Permanent
Bad,17.3733375,1.292826113,201.0100923,0,14.58556691,76.52108258,32.5,Other,Diamond Bank,Permanent
Bad,2,1.019097882,365,0,0,0,25,Savings,GT Bank,Student
Bad,2,1.019061372,365,2,0,0,27.5,Savings,UBA,Permanent
Bad,5.768365547,1.004134264,354.1373192,0,1,36.66844131,37.7,Other,GT Bank,Self-Employed
Bad,2.890764941,1.019033039,365,0,1,34.15040855,32.6,Savings,Access Bank,Permanent
Bad,2.378467599,1.003562846,365,2.244463214,1,39.74919119,40.9,Savings,First Bank,Permanent
Bad,2,1.019338124,365,0.867958524,1,50,34.8,Savings,UBA,Permanent
Bad,2,1.019166667,365,0,1,50,41.7,Savings,GT Bank,Permanent
Bad,2.449619525,1.007916838,361.8694189,0,1.639998403,50,33.1,Savings,UBA,Unknown
Bad,2,1.003493386,365,0.617399359,0,0,26.8,Savings,First Bank,Unknown
Bad,2,1.008816566,365,0,0,0,28.3,Savings,GT Bank,Permanent
Bad,2.709456635,1.019857351,365,0,0,0,31.4,Savings,GT Bank,Unknown
Bad,2,1.013879274,365,0,1,50,38.9,Savings,Access Bank,Unknown
Bad,2,1.018888889,365,0.827384855,1,50,36.3,Savings,Diamond Bank,Permanent
Bad,2,1.018622274,365,0,0,0,26.3,Savings,Sterling Bank,Permanent
Bad,2,1.002703407,365,1.942791161,0,0,30.7,Savings,Access Bank,Permanent
Bad,2,1.007683503,365,2,1,50,31.2,Savings,Access Bank,Permanent
Bad,3.156590886,1.003899038,365,0,0,0,27.4,Savings,Access Bank,Permanent
Bad,2,1.002978617,365,0,0,0,28.6,Savings,GT Bank,Permanent
Bad,2,1.009883306,365,2,1,50,34.7,Savings,GT Bank,Unknown
Bad,2,1.018628238,365,2,0,0,36.8,Savings,GT Bank,Permanent
Bad,2,1.018711105,365,0,0,0,27.8,Savings,GT Bank,Permanent
Bad,2.285139037,1.010066655,365,0,1,40.52379195,25.7,Other,Diamond Bank,Permanent
Bad,2,1.019041835,365,0,0,0,38.7,Savings,Zenith Bank,Unknown
Bad,2,1.019080186,365,0,1,50,30.2,Savings,GT Bank,Permanent
Bad,3.399775305,1.014710533,324.1649178,0,2.763952783,62.14376465,26,Savings,Zenith Bank,Permanent
Bad,2,1.018805876,365,0,0,0,37.8,Savings,Zenith Bank,Unknown
Bad,2,1.018934089,365,0,1,50,30.2,Savings,GT Bank,Unknown
Bad,2,1.018896726,365,0,0,0,37.2,Savings,First Bank,Permanent
Bad,2,1.019166667,365,1.860237151,0,0,33.2,Savings,Zenith Bank,Unknown
Bad,2,1.019972353,365,1.662056277,1,50,24,Savings,First Bank,Permanent
Bad,2,1.019438161,365,0,0,0,28.4,Savings,EcoBank,Unknown
Bad,2,1.003055556,365,1.413960996,0,0,35.6,Savings,Access Bank,Permanent
Bad,2,1.011961803,365,2,0,0,27.7,Savings,GT Bank,Permanent
Bad,2,1.016746516,365,0,1,50,31.6,Savings,GT Bank,Unknown
Bad,2,1.019140779,365,2,0,0,32,Savings,UBA,Permanent
Bad,2,1.011181269,365,0,1,50,34.1,Savings,GT Bank,Permanent
Bad,2.546630389,1.004266343,365,0,0.265629087,22.36567752,29.8,Savings,Sterling Bank,Permanent
Bad,2,1.003705593,365,0,0,0,27.9,Savings,First Bank,Unknown
Bad,2,1.018888889,365,0,0,0,25.5,Savings,GT Bank,Permanent
Bad,2,1.01210898,365,2,0,0,37.8,Savings,GT Bank,Permanent
Bad,2,1.006859745,365,0.036035917,0,0,38.2,Savings,GT Bank,Unknown
Bad,4.487850102,1.019757653,365,0,1.59680614,39.08312314,25.2,Savings,Stanbic IBTC,Permanent
Bad,2.990193777,1.01108565,365,0,0,0,23,Savings,Diamond Bank,Permanent
Bad,2,1.018888889,365,2,0,0,32.4,Savings,GT Bank,Permanent
Bad,2,1.018628832,365,0,0,0,26.3,Savings,GT Bank,Unknown
Bad,2,1.002722154,365,0,1,50,26.9,Savings,GT Bank,Unknown
Bad,3.673340605,1.01145447,365,0,1.135093028,50,30.6,Savings,UBA,Permanent
Bad,2,1.016764505,365,0.366588771,0,0,24.9,Savings,GT Bank,Permanent
Bad,2,1.018881352,365,0,0,0,32.3,Savings,FCMB,Unknown
Bad,2,1.017573653,365,0,1,50,33.7,Savings,Zenith Bank,Permanent
Bad,2,1.016016107,365,0,0,0,35.2,Savings,GT Bank,Unknown
Bad,2,1.011395988,365,0.19349174,1,50,43.7,Savings,Zenith Bank,Permanent
Bad,2,1.014979772,365,0,0,0,28.9,Savings,UBA,Permanent
Bad,2,1.005996296,365,0,1,50,39.6,Savings,Zenith Bank,Permanent
Bad,2.914192031,1.004114575,365,0,0,0,26.1,Savings,Diamond Bank,Permanent
Bad,2.556745528,1.013308243,365,2.588248088,0,0,30.9,Savings,UBA,Permanent
Bad,2,1.013769558,365,2,0,0,28.1,Savings,GT Bank,Permanent
Bad,2.824424991,1.003908096,365,0,0.47021282,32.28725125,28.3,Savings,UBA,Student
Bad,2,1.018888889,365,0,0,0,44.7,Savings,GT Bank,Permanent
Bad,2,1.013594707,365,0,0,0,28.1,Savings,First Bank,Permanent
Bad,2,1.009841095,365,0,0,0,34.4,Savings,GT Bank,Self-Employed
Bad,2,1.005568875,365,0,1,50,35.4,Savings,GT Bank,Unknown
Bad,2.423297168,1.010577589,365,0,0,0,46,Savings,Stanbic IBTC,Permanent
Bad,2,1.006936731,365,0,0,0,26.3,Savings,GT Bank,Permanent
Bad,2,1.002622451,365,0,0,0,31.2,Savings,Zenith Bank,Permanent
Bad,2,1.003888889,365,0,1,50,23.6,Savings,GT Bank,Student
Bad,2.79011674,1.004977595,365,0,1.243089787,50,36.4,Savings,UBA,Permanent
Bad,4.32143386,1.018855627,351.2037083,0,3.543666421,50.71362103,24.9,Savings,EcoBank,Unknown
Bad,2,1.011536158,365,0,1,50,27.3,Savings,UBA,Unknown
Bad,2,1.019999813,365,0,0,0,44.9,Savings,Access Bank,Permanent
Bad,2.037857174,1.007488471,365,0,0,0,32.3,Savings,GT Bank,Permanent
Bad,2,1.002633506,365,0,0,0,29.8,Savings,FCMB,Unknown
Bad,2,1.018653907,365,0,0,0,33.9,Savings,Access Bank,Permanent
Bad,6.854034821,1.019037624,365,0,1.302640179,48.37655325,32.4,Savings,Diamond Bank,Permanent
Bad,2.590525303,1.004264359,365,0,1,40.3976943,24.2,Savings,GT Bank,Student
Bad,2,2.031268512,365,1.484318126,0.981945897,40.99965087,34.9,Savings,Stanbic IBTC,Permanent
Bad,2,1.019304716,365,0,1,50,31.1,Savings,Access Bank,Unknown
Bad,2,1.864503975,365,0,1,50,41.9,Savings,GT Bank,Permanent
Bad,2,1.019123259,365,0,1,50,34.9,Savings,GT Bank,Permanent
Bad,2,1.018738445,365,0,0,0,27.4,Savings,GT Bank,Permanent
Bad,2,1.013800336,365,0,0,0,33.8,Savings,FCMB,Unknown
Bad,3.929341313,1.019056789,365,0,0.152193214,1.351665007,27.1,Other,GT Bank,Permanent
Bad,2.001849278,1.018376381,365,0,1,38.64766572,26.5,Savings,FCMB,Permanent
Bad,2.023455305,10.50720259,365,0,0,0,26.9,Savings,EcoBank,Permanent
Bad,2.350711164,1.439654526,365,0,0,0,32.4,Savings,GT Bank,Permanent
Bad,2,1.019183406,365,2,0,0,29.5,Savings,UBA,Permanent
Bad,2.034722209,1.010168224,365,0,0,0,36.8,Savings,Access Bank,Permanent
Bad,2,1.018888889,365,2,0,0,25.7,Savings,GT Bank,Unknown
Bad,2,1.018905929,365,1.562826953,1,50,28,Savings,GT Bank,Permanent
Bad,3.158389271,1.005857952,365,0,1,37.32185926,27.1,Savings,GT Bank,Student
Bad,2,1.009530227,365,0,0.475535957,24.11077897,35.1,Savings,Fidelity Bank,Unknown
Bad,2,1.010462843,365,0,1,50,34,Savings,GT Bank,Permanent
Bad,2,1.013999915,365,0,0,0,25.6,Savings,First Bank,Unknown
Bad,2,1.019643289,365,0,0.999781335,22.54273763,34.8,Savings,Skye Bank,Unknown
Bad,2,1.018526568,365,0,1,50,43.4,Savings,Stanbic IBTC,Unknown
Bad,2.385220347,1.011759745,365,0,0,0,26.4,Savings,First Bank,Unknown
Bad,2,1.019488903,365,0,0.030525154,47.96932165,25.7,Savings,FCMB,Unknown
Bad,2,1.014562806,365,1.350623862,0,0,32.4,Savings,Skye Bank,Permanent
Bad,2,1.017411511,365,0,1,50,31.4,Savings,First Bank,Permanent
Bad,2,1.01194739,365,0,0.939311351,1.742014627,24.8,Savings,UBA,Student
Bad,2,1.019314516,365,0,1,50,34.2,Savings,Fidelity Bank,Unknown
Bad,2.156458222,1.019821843,365,0,0,0,25.6,Savings,First Bank,Unknown
Bad,2.683733737,1.017024606,365,2.652268825,1,38.23845972,48.3,Savings,First Bank,Permanent
Bad,2.917240316,1.018119145,365,0,0,0,25.6,Savings,First Bank,Permanent
Bad,2,1.010486936,365,0,0,0,28.9,Savings,GT Bank,Permanent
Bad,2,1.008276045,365,0,1,50,25.9,Savings,First Bank,Permanent
Bad,5.278659571,1.016131609,365,0,0.090583044,0.546194241,40.9,Savings,Zenith Bank,Permanent
Bad,2,1.018869485,365,2,0,0,32.1,Savings,GT Bank,Permanent
Bad,2,1.018954213,365,0,1,50,36.2,Savings,Access Bank,Permanent
Bad,2,1.004211721,365,0,0,0,25.2,Savings,First Bank,Student
Bad,2.588836907,1.007351283,365,0.376593696,0.123439396,16.60984372,35.3,Savings,Access Bank,Unknown
Bad,2,1.005780413,365,2,0,0,38,Savings,GT Bank,Permanent
Bad,2,1.019673515,365,0.008630746,1,50,27.8,Savings,GT Bank,Permanent
Bad,2,1.019166667,365,0.267775541,0,0,38.6,Savings,Zenith Bank,Unknown
Bad,2,1.013763675,365,0,0.517889085,23.05339293,38.8,Other,GT Bank,Permanent
Bad,2,1.012341126,365,1.986489608,1,50,25.4,Savings,Access Bank,ContractRetiredUnemployed
Bad,2.5491129,12.94766207,365,2.48793071,0.065410693,23.02489122,41.4,Savings,First Bank,Permanent
Bad,2,1.016003508,365,0,0.648082782,19.19668301,29.1,Savings,Zenith Bank,Permanent
Bad,2,1.013263853,365,0,0,0,30.1,Savings,UBA,Permanent
Bad,2,1.012122378,365,0,1,50,32,Savings,First Bank,Permanent
Bad,2,1.018966776,365,0,1,50,27.8,Savings,GT Bank,Permanent
Bad,2,1.23453347,365,0,1,50,39.7,Savings,GT Bank,Permanent
Bad,2,1.018888889,365,0,0,0,37.8,Savings,Keystone Bank,Permanent
Bad,2,1.018384559,365,0,1,50,31.1,Savings,First Bank,Permanent
Bad,2,1.014740951,365,0,1,50,29.4,Savings,GT Bank,Unknown
Bad,2,1.019426959,365,2,0,0,34.8,Savings,Union Bank,Permanent
Bad,2.862604566,1.01487267,365,1.751745016,0.046846608,7.321118461,25.9,Savings,FCMB,Permanent
Bad,2,1.019059956,365,1.688681291,0,0,26.4,Savings,Skye Bank,Permanent
Bad,2,1.018842314,365,0,0,0,24.2,Savings,UBA,Permanent
Bad,2,1.007467919,365,0,1,50,34.3,Savings,GT Bank,Permanent
Bad,2,1.019628525,365,0,0,0,27.7,Savings,GT Bank,Permanent
Bad,2,1.016495374,365,0,0,0,25.7,Savings,Access Bank,Permanent
Bad,2,1.01072405,365,0,0,0,37.1,Savings,Stanbic IBTC,Unknown
Bad,2,1.019245188,365,0,1,50,27.1,Savings,GT Bank,Permanent
Bad,2.220127364,1.017587231,365,0,1,34.33350455,33.1,Savings,Access Bank,Permanent
Bad,2,1.002441201,365,0,0,0,28,Savings,Access Bank,Permanent
Bad,2.764822892,1.009669952,365,0,0,0,36.6,Savings,GT Bank,Permanent
Bad,2,1.009559826,365,0,0,0,26.2,Savings,Diamond Bank,Unknown
Bad,2,1.010386345,365,2,0,0,49.4,Savings,Access Bank,Permanent
Bad,2,1.019192567,365,0,1,50,31.9,Savings,GT Bank,Unknown
Bad,2,1.009872015,365,0,1,50,35.5,Savings,GT Bank,Permanent
Bad,2,1.00202527,365,0,0,0,28.3,Savings,GT Bank,Permanent
Bad,2,1.019123442,365,0,1,50,27.2,Savings,GT Bank,Permanent
Bad,2,1.019091133,365,2,0,0,27.3,Savings,Skye Bank,Permanent
Bad,2.914130314,1.019018786,337.6115191,0,2.805648992,65.64982681,32.5,Savings,Access Bank,Unknown
Bad,2,1.006117696,365,0,1,50,30.5,Savings,GT Bank,Permanent
Bad,2,1.011387294,365,1.601466365,1,50,30.2,Savings,Access Bank,Permanent
Bad,2,1.005536326,365,0,0,0,32.5,Savings,GT Bank,Unknown
Bad,2.856918308,1.019463169,365,0,0.75530138,25.20967812,42.1,Savings,Zenith Bank,Unknown
Bad,2.140096442,1.008885547,365,0,1,43.91406315,25.4,Other,GT Bank,Permanent
Bad,2.673880264,1.01602117,365,0,1,42.94408205,29.9,Savings,UBA,Permanent
Bad,2,1.018888889,365,0,0,0,31.7,Savings,GT Bank,Unknown
Bad,2,1.014555335,365,0,0.536532368,7.745219325,34,Savings,Fidelity Bank,Unknown
Bad,2,1.018686424,365,0,1,50,29.9,Savings,First Bank,Permanent
Bad,2,1.005260694,365,0,1,50,30.8,Savings,First Bank,Permanent
Bad,2.670252548,1.003473673,365,0,1,45.02750237,30.9,Savings,UBA,Permanent
Bad,2,1.019557038,365,0,1,50,24.6,Savings,UBA,Unknown
Bad,2,1.019607978,365,0.274468528,0,0,48.5,Savings,Access Bank,Permanent
Bad,2,1.017860184,365,0,0,0,34.3,Savings,First Bank,Permanent
Bad,2,1.018888889,365,2,0,0,36.6,Savings,GT Bank,Permanent
Bad,2,1.327788303,365,0,0,0,33.2,Savings,UBA,Permanent
Bad,2.620513531,1.012749585,365,0,0.473141557,21.0069622,33.9,Savings,Access Bank,Unknown
Bad,2,1.006519508,365,0,0,0,37.7,Savings,GT Bank,Permanent
Bad,2.967468884,1.010330368,348.3079479,1.139727953,1.771571987,28.92681594,37.6,Savings,UBA,Unknown
Bad,2,1.018969061,365,0,1,50,35,Savings,GT Bank,Unknown
Bad,2,1.004423141,365,0,1,50,33.3,Savings,Access Bank,Permanent
Bad,2,1.018949912,365,0,1,50,36.3,Savings,Skye Bank,Unknown
Bad,2,1.018888889,346.6245925,0.383292059,1,50,32.2,Savings,Access Bank,Permanent
Bad,3.448081806,1.00896147,347.2166297,0,2.683380212,70.97785164,39.1,Savings,EcoBank,Permanent
Bad,2,1.019001701,365,0,1,50,29.9,Savings,GT Bank,Unknown
Bad,2.297643833,1.013825143,365,0,0,0,36.9,Savings,Access Bank,Permanent
Bad,2,1.008120949,365,0,0,0,28.6,Savings,Access Bank,Permanent
Bad,2,1.006580768,365,0,0,0,28.8,Savings,UBA,Permanent
Bad,2,1.017951966,365,0,0.400404756,18.46883692,23,Savings,GT Bank,Student
Bad,2,1.019645618,365,0,0,0,47.3,Savings,UBA,Permanent
Bad,2,1.002259333,365,0.94192157,0,0,29.2,Savings,Skye Bank,Permanent
Bad,3.603971372,1.018753959,365,0,1,22.73586146,35,Savings,Skye Bank,Permanent
Bad,2,1.019398203,365,0.561787265,1,50,28.8,Savings,GT Bank,Permanent
Bad,2,1.019163336,365,0,1,50,27,Savings,GT Bank,Permanent
Bad,2,1.019210666,365,2,0,0,33.7,Savings,UBA,Permanent
Bad,2,1.003186502,365,0,0,0,37.8,Savings,GT Bank,Unknown
Bad,2,1.017641702,365,0,0,0,28.6,Savings,Access Bank,Unknown
Bad,2,1.019166667,365,0.756668396,1,50,33.6,Savings,GT Bank,Unknown
Bad,2.532310772,1.004325252,365,0,0,0,28.1,Savings,Sterling Bank,Self-Employed
Bad,2,1.008757924,365,0,1,50,33.1,Savings,Access Bank,Permanent
Bad,2,1.010305874,365,0,0,0,36.6,Savings,GT Bank,Permanent
Bad,2,1.019260129,365,0,0,0,30.3,Savings,GT Bank,Permanent
Bad,2,1.008094814,365,0,1,50,38.1,Savings,GT Bank,Unknown
Bad,2,1.018987619,365,0,0,0,27.7,Savings,GT Bank,Permanent
Bad,2,1.019125806,365,0,0,0,27.7,Savings,GT Bank,Permanent
Bad,2,1.013998341,365,0,0,0,22.1,Savings,Zenith Bank,Unknown
Bad,2,1.018220401,365,0,0,0,31.2,Savings,UBA,Permanent
Bad,2,1.002204781,365,0,0,0,24.9,Savings,Diamond Bank,Permanent
Bad,2,1.014880687,365,0,1,50,39.9,Savings,GT Bank,Permanent
Bad,3,1.004267325,365,0,1,33.33333333,29.2,Savings,GT Bank,Permanent
Bad,3.015917761,1.004359245,365,0,0,0,37.5,Savings,GT Bank,Permanent
Bad,3.93956445,1.016862724,364.9111778,0,1.966671526,38.45891793,34,Savings,Sterling Bank,Permanent
Bad,3,1.005647981,365,0,0,0,28,Savings,GT Bank,Unknown
Bad,2.78451451,1.010731964,365,0,0,0,27,Savings,GT Bank,Unknown
Bad,3.920127449,1.013992134,365,0,0,0,26.9,Savings,Diamond Bank,Permanent
Bad,3,1.006582345,365,0,1,33.33333333,28,Savings,GT Bank,Permanent
Bad,3,1.002081097,365,0,0,0,28.6,Savings,GT Bank,Permanent
Bad,3,1.010039875,365,0,1,33.33333333,32.1,Savings,GT Bank,Permanent
Bad,3,1.011409382,365,0,1,33.33333333,32.2,Savings,GT Bank,Permanent
Bad,3,1.003943817,349.1986254,3,2,66.66666667,34.9,Savings,UBA,Permanent
Bad,2.475113296,1.010717166,365,2.061627511,0,0,28.4,Savings,GT Bank,Permanent
Bad,2.029767344,1.020056109,347.3085296,1.323612761,0,0,28.4,Savings,EcoBank,Permanent
Bad,3,1.019087656,365,2.669556571,0.84077659,11.78561379,32.6,Savings,Fidelity Bank,Permanent
Bad,2.906642891,1.017031064,365,2.932292251,0,0,40.6,Savings,Fidelity Bank,Permanent
Bad,3,1.00743415,365,0,1,33.33333333,28.8,Savings,GT Bank,Unknown
Bad,2.932272976,1.010341523,365,0,0,0,27.2,Savings,Diamond Bank,Permanent
Bad,3,1.003889792,365,0,1,33.33333333,41.8,Savings,GT Bank,Unknown
Bad,3,1.004178559,365,0,1,33.33333333,29.5,Savings,GT Bank,Permanent
Bad,3,1.00239911,365,0,1.546830326,51.65839763,28,Savings,Fidelity Bank,Permanent
Bad,3,1.01883508,365,0,0.392151146,22.48092143,28.6,Savings,Diamond Bank,Unknown
Bad,3,1.012840925,365,0,1,33.33333333,34.1,Savings,GT Bank,Unknown
Bad,3,1.014434961,356.3421265,0,1,33.33333333,28.4,Savings,Access Bank,Permanent
Bad,4.467305039,1.006019243,359.1450462,0,3.517694877,71.42583033,27.2,Savings,Fidelity Bank,Permanent
Bad,3,1.004002383,347.6786189,0,1,33.33333333,37.7,Savings,GT Bank,Unknown
Bad,2.210586578,1.019991817,365,2.524705136,0.06778331,31.04886725,26.4,Savings,EcoBank,Permanent
Bad,3,1.004151881,357.1395498,0,1,33.33333333,35.9,Savings,GT Bank,Unknown
Bad,3,1.007770031,364.6670849,0,1,33.33333333,27.8,Savings,Access Bank,Permanent
Bad,2.302995922,1.019093594,365,2.007284161,1.893307166,53.17872117,35.6,Savings,Access Bank,Permanent
Bad,2.188174909,1.011167928,365,0,1,47.4185023,30.3,Savings,UBA,Permanent
Bad,2.077330468,1.012354802,365,0,0.932773583,18.27506048,39.4,Savings,Stanbic IBTC,Permanent
Bad,2.837288722,1.01213918,365,0,0,0,36.7,Savings,Access Bank,Permanent
Bad,3,1.005184616,365,0,0,0,27.6,Savings,Access Bank,Permanent
Bad,2.655254996,1.003200237,365,0,0,0,31.2,Other,Zenith Bank,Permanent
Bad,3,1.018431795,365,3,2,66.66666667,33.8,Savings,FCMB,Permanent
Bad,3.391913347,1.019166667,365,0.500246956,1.596185662,29.67377175,33.4,Savings,Diamond Bank,Permanent
Bad,3,1.003149966,365,0,0,0,26.2,Savings,GT Bank,Permanent
Bad,3,1.017965467,365,0,0,0,28.7,Savings,GT Bank,Permanent
Bad,3.760471765,1.004282701,365,3.014007256,0,0,34.2,Savings,GT Bank,Permanent
Bad,3,1.006161765,365,0,0,0,28.8,Savings,GT Bank,Permanent
Bad,3,1.010041877,365,3,2,66.66666667,27.8,Savings,First Bank,Permanent
Bad,2.073103447,1.004490481,365,2.359072402,0,0,33.5,Savings,UBA,Permanent
Bad,3,1.003604577,365,3,1,33.33333333,39,Savings,GT Bank,Permanent
Bad,3,1.004398182,365,0,1,33.33333333,31.1,Other,First Bank,Permanent
Bad,2.574032523,1.018579471,365,0,1.645458646,57.45646755,39.2,Savings,GT Bank,Unknown
Bad,3.232231959,1.70256829,355.4600096,3.614645302,2.64926855,68.15177527,36.5,Savings,Access Bank,Permanent
Bad,3.218482954,1.020488644,365,2.382438886,1,28.97701281,41.6,Savings,First Bank,Permanent
Bad,3,1.007028248,365,0,1,33.33333333,26.3,Savings,Diamond Bank,Unknown
Bad,4.009730728,4.755811114,365,0,0.406372226,24.16777471,25,Savings,EcoBank,Permanent
Bad,2.092196209,1.009281839,365,0,0,0,32.5,Savings,Zenith Bank,Permanent
Bad,3,1.014492683,348.8658593,0,1,33.33333333,24.4,Savings,GT Bank,Permanent
Bad,3,1.003596748,365,0,2,66.66666667,27.6,Savings,GT Bank,Permanent
Bad,2.209873103,1.018440959,365,0,0,0,28.1,Savings,First Bank,Permanent
Bad,2.76149585,1.019959344,365,0,0,0,24.5,Savings,First Bank,Unknown
Bad,3,1.015942732,339.5703321,0,1,33.33333333,30.2,Savings,GT Bank,Unknown
Bad,2.322314769,1.018318225,365,0,1,36.06619489,32,Savings,Access Bank,Permanent
Bad,5.796262004,1.019751869,327.3031595,1.822552378,3.163130055,66.66666667,32.8,Savings,Access Bank,Unknown
Bad,3,1.007261101,365,3,0,0,26.2,Savings,GT Bank,Permanent
Bad,3.764825573,1.009944235,342.5631268,1.212479949,2,65.97669466,33.4,Savings,FCMB,Permanent
Bad,2.546114374,1.013527829,365,0,0.816681586,27.25178327,38.2,Savings,Access Bank,Unknown
Bad,3,1.019050733,365,0,1,33.33333333,25.5,Savings,GT Bank,Permanent
Bad,3.473348525,1.018391406,365,0,1,27.29230068,28.5,Savings,First Bank,Permanent
Bad,3,1.019891116,365,0,0,0,25.8,Savings,First Bank,Unknown
Bad,3.719296144,1.0042132,365,0,1,31.95389314,34.1,Savings,First Bank,Permanent
Bad,3,1.004515792,365,0,0,0,43.8,Savings,GT Bank,Permanent
Bad,3,1.012891542,365,0,1,33.33333333,28,Savings,GT Bank,Unknown
Bad,5.177852268,1.010639946,349.8502432,0,2.726666104,43.73093154,28.3,Other,First Bank,Permanent
Bad,3.390904239,1.002375293,334.7983922,0,2.072356681,71.40341036,34.3,Savings,Zenith Bank,Permanent
Bad,3,1.006099744,365,3,1,33.33333333,32,Savings,GT Bank,Permanent
Bad,3,1.01903294,365,0,1,33.33333333,31,Savings,GT Bank,Unknown
Bad,3,1.019883834,365,0,1,33.33333333,35.5,Savings,GT Bank,Permanent
Bad,3,1.019819884,337.0173109,0,0,0,30.8,Savings,GT Bank,Unknown
Bad,2.098847217,1.019374706,365,1.199990431,1.581389333,60.5824351,31.7,Savings,First Bank,Permanent
Bad,3,1.00483671,365,0,2,66.66666667,37.8,Savings,GT Bank,Permanent
Bad,2.165458781,1.007468,365,0,1.225240929,50.3258947,29.2,Savings,First Bank,Permanent
Bad,3,1.019056725,361.8035853,0,1,33.33333333,32,Savings,Access Bank,Permanent
Bad,3,1.007353965,365,0,2,66.66666667,25.6,Savings,Skye Bank,Permanent
Bad,3,1.018913125,365,0,1,33.33333333,28.5,Savings,GT Bank,Permanent
Bad,2.195335308,1.016229052,365,0,0,0,25.4,Savings,GT Bank,Student
Bad,3,1.01891664,365,0,1,33.33333333,31.4,Savings,Zenith Bank,Unknown
Bad,3,1.003055556,365,3,0.752584015,32.98742465,43.1,Savings,GT Bank,Permanent
Bad,3,1.004747933,338.2942536,0,1.893826956,41.83515479,27.5,Other,Fidelity Bank,Student
Bad,2.860293564,1.003907584,365,0,0,0,26,Savings,Access Bank,Permanent
Bad,3,1.004125991,347.9499057,3,0.989376926,43.60280234,25.5,Savings,UBA,Permanent
Bad,2.306629174,1.018888889,365,0.612859273,1.638991616,50.5756196,31.8,Savings,FCMB,Permanent
Bad,2.986641575,1.018888889,365,0,1.206879608,63.82006742,27.4,Savings,GT Bank,Unknown
Bad,3,1.011858428,365,0,1,33.33333333,38,Savings,Wema Bank,Permanent
Bad,3,2.17339747,365,0,1,33.33333333,44.5,Other,First Bank,Permanent
Bad,3,1.007985185,365,0.674992642,1,33.33333333,31.2,Savings,GT Bank,Unknown
Bad,3,1.015012753,365,1.275995452,1,33.33333333,30.6,Savings,EcoBank,Permanent
Bad,4.424032249,1.017321421,365,0,1.323807469,32.95224834,32.1,Savings,Diamond Bank,Self-Employed
Bad,7.966833574,1.011985461,231.429093,0,2.229929761,37.6670648,25.8,Savings,GT Bank,Student
Bad,2.088766054,1.006163327,365,0,0,0,29.5,Savings,UBA,Student
Bad,3,1.004879534,365,0,1,33.33333333,32.6,Other,First Bank,Permanent
Bad,2.181561637,1.008209507,365,0,1.538945922,50.83598614,27.8,Savings,GT Bank,Permanent
Bad,2.204129407,1.004646678,365,0,0,0,32.3,Savings,GT Bank,Permanent
Bad,2.93214362,1.019153346,364.1988421,0,0,0,45.1,Savings,GT Bank,Permanent
