good_bad_flag,bank_name_clients,approval_duration_group,age_at_loan_25th_pctile,credit_rating,termdays,employment_status_risk,level_of_education_risk,referral,bank_account_type_recode,age_at_loan,bank_account_type
Good,GT Bank,Low - 60.17,36 - High,3,30,Low,High,Yes,Savings,37,Savings
Good,Zenith Bank,60.23 - 61.13,28 - 32,9,15,High,High,Yes,Savings,29,Savings
Good,EcoBank,60.17 - 60.23,32 - 36,9,15,High,High,No,Savings,34,Savings
Good,Skye Bank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,32,Savings
Good,EcoBank,60.23 - 61.13,28 - 32,9,15,High,High,No,Savings,31,Savings
Good,Sterling Bank,Low - 60.17,28 - 32,3,30,Low,High,Yes,Savings,31,Savings
Good,First Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,42,Savings
Good,Diamond Bank,60.23 - 61.13,Low - 28,3,15,Low,High,Yes,Savings,28,Savings
Bad,GT Bank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,28,Savings
Good,FCMB,Low - 60.17,36 - High,9,30,High,High,No,Savings,43,Savings
Bad,EcoBank,Low - 60.17,32 - 36,9,15,High,High,No,Savings,36,Savings
Good,Diamond Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,32,Savings
Bad,Zenith Bank,60.17 - 60.23,28 - 32,3,15,Low,High,No,Savings,28,Savings
Good,Access Bank,60.23 - 61.13,28 - 32,9,15,High,High,No,Savings,32,Savings
Good,GT Bank,Low - 60.17,28 - 32,3,15,Low,High,No,Savings,28,Savings
Good,GT Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,28,Savings
Good,First Bank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,28,Savings
Bad,Fidelity Bank,60.17 - 60.23,28 - 32,9,30,High,High,No,Savings,30,Savings
Good,GT Bank,60.23 - 61.13,32 - 36,9,30,High,High,No,Savings,35,Savings
Bad,GT Bank,60.17 - 60.23,32 - 36,9,30,High,High,Yes,Savings,34,Savings
Bad,GT Bank,61.13 - High,36 - High,9,30,High,High,No,Savings,37,Savings
Bad,GT Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Savings,37,Savings
Good,Access Bank,Low - 60.17,28 - 32,9,15,High,High,No,Savings,32,Savings
Bad,First Bank,60.17 - 60.23,32 - 36,9,15,High,High,No,Savings,33,Savings
Bad,GT Bank,Low - 60.17,Low - 28,3,15,High,Low,No,Other,23,Other
Bad,First Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Other,32,Other
Bad,Access Bank,61.13 - High,36 - High,3,30,Low,High,No,Other,43,Current
Good,GT Bank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,31,Savings
Good,GT Bank,61.13 - High,36 - High,3,30,Low,High,No,Other,42,Other
Good,Stanbic IBTC,Low - 60.17,Low - 28,3,30,Low,High,No,Savings,22,Savings
Good,GT Bank,60.23 - 61.13,36 - High,3,15,Low,High,No,Savings,40,Savings
Good,Diamond Bank,60.17 - 60.23,36 - High,3,15,Low,High,No,Other,37,Current
Good,UBA,Low - 60.17,Low - 28,3,30,Low,High,No,Savings,26,Savings
Good,First Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,35,Savings
Good,First Bank,60.17 - 60.23,28 - 32,6,15,Med,High,No,Savings,29,Savings
Bad,FCMB,Low - 60.17,Low - 28,3,15,Low,High,No,Other,24,Other
Bad,First Bank,Low - 60.17,Low - 28,1,30,Low,Low,No,Other,27,Other
Good,UBA,Low - 60.17,32 - 36,6,30,Med,High,No,Other,36,Other
Good,UBA,60.17 - 60.23,Low - 28,6,30,Med,High,No,Other,21,Other
Bad,Access Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,35,Savings
Bad,GT Bank,60.17 - 60.23,32 - 36,6,15,Med,High,No,Other,34,Other
Good,Zenith Bank,60.17 - 60.23,32 - 36,1,30,Low,Low,No,Other,34,Other
Bad,Access Bank,60.17 - 60.23,36 - High,2,15,Low,Med,No,Other,39,Other
Good,UBA,60.17 - 60.23,Low - 28,3,30,Low,High,No,Other,23,Other
Bad,Sterling Bank,60.17 - 60.23,Low - 28,2,15,Med,Low,No,Savings,25,Savings
Good,Diamond Bank,Low - 60.17,28 - 32,1,30,Low,Low,No,Other,30,Other
Bad,Access Bank,60.23 - 61.13,32 - 36,1,30,Low,Low,No,Savings,33,Savings
Good,First Bank,60.17 - 60.23,28 - 32,1,15,Low,Low,No,Savings,30,Savings
Bad,GT Bank,60.17 - 60.23,36 - High,6,30,Med,High,No,Other,36,Other
Good,EcoBank,60.23 - 61.13,28 - 32,9,30,High,High,No,Other,29,Other
Bad,FCMB,Low - 60.17,32 - 36,6,30,Med,High,No,Savings,32,Savings
Good,Fidelity Bank,60.17 - 60.23,32 - 36,2,30,Med,Low,No,Other,35,Other
Good,Access Bank,Low - 60.17,Low - 28,6,30,Med,High,No,Savings,26,Savings
Bad,Keystone Bank,60.17 - 60.23,28 - 32,6,15,Med,High,No,Savings,31,Savings
Good,GT Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Other,32,Other
Bad,GT Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,39,Savings
Good,Fidelity Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,31,Savings
Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Other,33,Other
Good,GT Bank,60.17 - 60.23,Low - 28,2,15,Low,Med,No,Other,28,Other
Bad,Access Bank,60.17 - 60.23,28 - 32,9,15,High,High,No,Savings,31,Savings
Good,Stanbic IBTC,60.17 - 60.23,36 - High,3,30,Low,High,No,Other,42,Current
Good,First Bank,60.17 - 60.23,Low - 28,9,30,High,High,No,Other,26,Other
Good,First Bank,Low - 60.17,Low - 28,9,15,High,High,No,Savings,25,Savings
Good,GT Bank,60.17 - 60.23,28 - 32,9,15,High,High,No,Savings,29,Savings
Good,GT Bank,60.23 - 61.13,32 - 36,9,15,High,High,No,Savings,35,Savings
Good,Access Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,33,Savings
Good,Diamond Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,30,Savings
Good,GT Bank,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,28,Savings
Good,UBA,60.17 - 60.23,Low - 28,9,30,High,High,No,Savings,22,Savings
Good,Zenith Bank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,31,Savings
Bad,Diamond Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,26,Savings
Good,First Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,26,Savings
Good,GT Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,31,Savings
Bad,GT Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,36,Savings
Good,Diamond Bank,Low - 60.17,Low - 28,3,15,Low,High,No,Other,22,Other
Good,GT Bank,60.23 - 61.13,Low - 28,3,30,Low,High,Yes,Savings,28,Savings
Good,Access Bank,60.23 - 61.13,32 - 36,9,15,High,High,No,Savings,33,Savings
Good,Zenith Bank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,31,Savings
Good,GT Bank,61.13 - High,28 - 32,3,30,Low,High,No,Savings,29,Savings
Good,GT Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,27,Savings
Good,First Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,33,Savings
Bad,GT Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,31,Savings
Good,Access Bank,61.13 - High,32 - 36,3,30,Low,High,Yes,Savings,33,Savings
Good,GT Bank,61.13 - High,36 - High,9,15,High,High,No,Savings,45,Savings
Good,GT Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,30,Savings
Good,First Bank,Low - 60.17,28 - 32,3,15,Low,High,No,Savings,32,Savings
Good,Stanbic IBTC,60.23 - 61.13,36 - High,9,15,High,High,No,Savings,41,Savings
Good,GT Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,31,Savings
Good,Diamond Bank,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,25,Savings
Bad,GT Bank,60.23 - 61.13,36 - High,9,30,High,High,No,Savings,38,Savings
Good,FCMB,60.23 - 61.13,36 - High,9,30,High,High,No,Savings,44,Savings
Bad,GT Bank,61.13 - High,32 - 36,9,30,High,High,Yes,Savings,32,Savings
Good,Zenith Bank,61.13 - High,Low - 28,3,30,Low,High,No,Savings,25,Savings
Good,Sterling Bank,60.17 - 60.23,36 - High,3,30,Low,High,Yes,Savings,37,Savings
Good,EcoBank,61.13 - High,28 - 32,3,15,Low,High,No,Savings,28,Savings
Good,Zenith Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Savings,36,Savings
Good,Skye Bank,60.17 - 60.23,Low - 28,9,30,High,High,No,Savings,25,Savings
Good,Union Bank,Low - 60.17,36 - High,3,30,Low,High,No,Savings,36,Savings
Good,UBA,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,29,Savings
Good,GT Bank,60.17 - 60.23,28 - 32,9,30,High,High,No,Savings,28,Savings
Good,GT Bank,60.17 - 60.23,Low - 28,9,15,High,High,No,Savings,27,Savings
Good,First Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,29,Savings
Good,FCMB,60.17 - 60.23,Low - 28,9,30,High,High,No,Savings,28,Savings
Good,GT Bank,Low - 60.17,36 - High,3,30,Low,High,No,Other,39,Other
Bad,First Bank,Low - 60.17,32 - 36,2,30,Med,Low,No,Other,35,Other
Good,Access Bank,60.23 - 61.13,28 - 32,2,15,Low,Med,No,Savings,30,Savings
Bad,Diamond Bank,60.23 - 61.13,Low - 28,2,15,Med,Low,No,Other,22,Other
Bad,GT Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,28,Savings
Good,EcoBank,Low - 60.17,36 - High,1,30,Low,Low,No,Savings,38,Savings
Good,GT Bank,60.17 - 60.23,Low - 28,6,30,Med,High,No,Other,28,Other
Bad,GT Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Other,35,Other
Bad,GT Bank,Low - 60.17,28 - 32,1,30,Low,Low,No,Savings,30,Savings
Good,GT Bank,61.13 - High,32 - 36,2,15,Low,Med,No,Other,33,Other
Good,Wema Bank,Low - 60.17,Low - 28,3,15,Low,High,No,Savings,26,Savings
Good,Diamond Bank,60.17 - 60.23,32 - 36,6,30,Med,High,No,Savings,34,Savings
Good,GT Bank,Low - 60.17,Low - 28,3,15,Low,High,No,Other,28,Other
Bad,Union Bank,Low - 60.17,Low - 28,3,30,Low,High,No,Savings,25,Savings
Bad,First Bank,Low - 60.17,28 - 32,1,15,Low,Low,No,Savings,30,Savings
Good,Zenith Bank,60.17 - 60.23,36 - High,1,15,Low,Low,No,Other,37,Other
Good,Fidelity Bank,Low - 60.17,36 - High,3,30,Low,High,No,Savings,43,Savings
Good,UBA,61.13 - High,32 - 36,3,15,Low,High,No,Other,32,Current
Good,Zenith Bank,Low - 60.17,36 - High,1,30,Low,Low,No,Other,37,Other
Good,Diamond Bank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Other,28,Other
Good,Access Bank,Low - 60.17,32 - 36,1,30,Low,Low,No,Other,33,Other
Good,Heritage Bank,Low - 60.17,36 - High,3,30,High,Low,No,Savings,49,Savings
Bad,GT Bank,Low - 60.17,Low - 28,1,30,Low,Low,No,Savings,27,Savings
Good,FCMB,Low - 60.17,32 - 36,6,15,Med,High,No,Other,32,Other
Bad,Zenith Bank,60.17 - 60.23,Low - 28,9,15,High,High,No,Savings,22,Savings
Bad,Zenith Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,30,Savings
Good,Stanbic IBTC,Low - 60.17,36 - High,4,15,Med,Med,No,Other,41,Other
Good,GT Bank,Low - 60.17,Low - 28,1,30,Low,Low,No,Other,26,Other
Bad,GT Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,27,Savings
Bad,Fidelity Bank,Low - 60.17,28 - 32,1,30,Low,Low,No,Savings,28,Savings
Good,Diamond Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Other,35,Other
Good,GT Bank,Low - 60.17,36 - High,6,30,High,Med,No,Other,46,Other
Good,GT Bank,Low - 60.17,32 - 36,2,15,Med,Low,No,Savings,34,Savings
Good,GT Bank,Low - 60.17,28 - 32,1,15,Low,Low,No,Other,29,Other
Bad,GT Bank,Low - 60.17,36 - High,1,15,Low,Low,No,Other,39,Other
Good,Access Bank,Low - 60.17,32 - 36,1,30,Low,Low,No,Other,34,Other
Good,Diamond Bank,Low - 60.17,28 - 32,1,30,Low,Low,No,Other,31,Other
Good,EcoBank,Low - 60.17,Low - 28,2,30,Low,Med,No,Savings,27,Savings
Good,GT Bank,60.17 - 60.23,Low - 28,2,30,Low,Med,No,Savings,25,Savings
Good,GT Bank,60.17 - 60.23,32 - 36,1,15,Low,Low,No,Other,36,Other
Good,Access Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Other,33,Other
Bad,UBA,Low - 60.17,32 - 36,1,15,Low,Low,No,Savings,36,Savings
Good,Union Bank,60.23 - 61.13,Low - 28,3,15,High,Low,No,Other,25,Other
Good,GT Bank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Other,30,Other
Good,Wema Bank,Low - 60.17,28 - 32,2,30,Med,Low,No,Other,31,Other
Bad,UBA,61.13 - High,32 - 36,1,15,Low,Low,No,Other,33,Other
Good,GT Bank,60.17 - 60.23,28 - 32,2,15,Low,Med,No,Other,30,Other
Bad,Access Bank,60.17 - 60.23,32 - 36,2,30,Med,Low,No,Savings,32,Savings
Bad,Skye Bank,Low - 60.17,28 - 32,6,15,Med,High,No,Savings,30,Savings
Bad,Access Bank,Low - 60.17,32 - 36,1,30,Low,Low,No,Savings,33,Savings
Good,GT Bank,Low - 60.17,36 - High,1,15,Low,Low,No,Other,37,Other
Good,First Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,37,Savings
Good,GT Bank,Low - 60.17,28 - 32,9,30,High,High,No,Other,30,Other
Good,GT Bank,Low - 60.17,32 - 36,1,15,Low,Low,No,Savings,35,Savings
Good,First Bank,Low - 60.17,36 - High,6,30,Med,High,No,Other,37,Other
Bad,GT Bank,Low - 60.17,Low - 28,3,15,Low,High,No,Other,25,Other
Good,GT Bank,Low - 60.17,36 - High,3,15,Low,High,No,Other,40,Other
Good,GT Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,29,Savings
Bad,GT Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Other,36,Other
Good,GT Bank,Low - 60.17,Low - 28,6,15,Med,High,No,Other,25,Other
Good,GT Bank,Low - 60.17,32 - 36,1,15,Low,Low,No,Savings,35,Savings
Good,GT Bank,Low - 60.17,28 - 32,1,30,Low,Low,No,Savings,31,Savings
Good,EcoBank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Other,32,Other
Good,UBA,60.23 - 61.13,32 - 36,1,15,Low,Low,No,Other,35,Other
Good,Skye Bank,Low - 60.17,28 - 32,1,15,Low,Low,No,Other,30,Other
Good,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Other,34,Other
Bad,Diamond Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,33,Savings
Good,Zenith Bank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,27,Savings
Bad,Diamond Bank,Low - 60.17,Low - 28,3,15,Low,High,No,Savings,23,Savings
Good,GT Bank,Low - 60.17,Low - 28,3,30,Low,High,No,Other,24,Other
Bad,Fidelity Bank,Low - 60.17,36 - High,1,15,Low,Low,No,Other,40,Other
Good,Fidelity Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,26,Savings
Good,GT Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Other,33,Other
Bad,Zenith Bank,Low - 60.17,Low - 28,3,30,Low,High,No,Savings,23,Savings
Good,Access Bank,60.17 - 60.23,36 - High,6,30,Med,High,No,Other,44,Other
Bad,Access Bank,Low - 60.17,36 - High,1,30,Low,Low,No,Savings,43,Savings
Bad,Diamond Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Other,32,Other
Bad,Zenith Bank,Low - 60.17,Low - 28,3,15,High,Low,No,Savings,22,Savings
Good,GT Bank,Low - 60.17,Low - 28,2,30,Med,Low,No,Other,28,Other
Good,GT Bank,Low - 60.17,Low - 28,1,30,Low,Low,No,Savings,26,Savings
Good,GT Bank,Low - 60.17,Low - 28,1,30,Low,Low,No,Savings,27,Savings
Good,First Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Other,34,Other
Good,GT Bank,Low - 60.17,Low - 28,1,30,Low,Low,No,Savings,26,Savings
Good,Skye Bank,Low - 60.17,32 - 36,1,30,Low,Low,No,Other,35,Other
Good,GT Bank,Low - 60.17,Low - 28,9,30,High,High,No,Other,23,Other
Good,GT Bank,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,27,Savings
Bad,Diamond Bank,Low - 60.17,32 - 36,1,30,Low,Low,No,Savings,35,Savings
Good,First Bank,Low - 60.17,36 - High,2,30,Low,Med,No,Other,37,Other
Good,GT Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Other,34,Other
Good,UBA,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,35,Savings
Good,Standard Chartered,Low - 60.17,28 - 32,3,30,Low,High,No,Other,28,Other
Bad,GT Bank,60.17 - 60.23,36 - High,1,30,Low,Low,No,Savings,40,Savings
Bad,GT Bank,60.17 - 60.23,28 - 32,3,15,Low,High,No,Savings,30,Savings
Good,GT Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,21,Savings
Good,GT Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Other,40,Other
Bad,EcoBank,Low - 60.17,Low - 28,2,30,Low,Med,No,Savings,26,Savings
Good,EcoBank,Low - 60.17,36 - High,2,30,Low,Med,No,Savings,44,Savings
Bad,Stanbic IBTC,Low - 60.17,28 - 32,1,15,Low,Low,No,Savings,29,Savings
Good,FCMB,Low - 60.17,36 - High,3,30,Low,High,No,Other,37,Other
Good,First Bank,Low - 60.17,36 - High,3,30,Low,High,No,Other,40,Other
Good,GT Bank,Low - 60.17,36 - High,1,15,Low,Low,No,Other,40,Other
Good,Keystone Bank,Low - 60.17,36 - High,2,30,Med,Low,No,Other,39,Other
Bad,First Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,29,Savings
Good,GT Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,31,Savings
Good,First Bank,Low - 60.17,36 - High,3,30,Low,High,No,Other,42,Other
Bad,First Bank,Low - 60.17,36 - High,2,15,Med,Low,No,Savings,37,Savings
Good,Diamond Bank,60.17 - 60.23,Low - 28,1,15,Low,Low,No,Other,27,Other
Good,EcoBank,Low - 60.17,36 - High,3,15,Low,High,No,Other,38,Other
Good,UBA,Low - 60.17,36 - High,1,15,Low,Low,No,Other,38,Other
Good,Access Bank,Low - 60.17,36 - High,1,30,Low,Low,No,Other,41,Other
Good,GT Bank,Low - 60.17,28 - 32,3,15,Low,High,No,Other,30,Other
Bad,Access Bank,Low - 60.17,28 - 32,1,30,Low,Low,No,Other,30,Other
Good,GT Bank,Low - 60.17,Low - 28,3,15,High,Low,No,Other,27,Other
Good,EcoBank,Low - 60.17,32 - 36,3,30,Low,High,No,Savings,34,Savings
Bad,Fidelity Bank,Low - 60.17,36 - High,3,15,High,Low,No,Savings,42,Savings
Good,GT Bank,Low - 60.17,28 - 32,1,30,Low,Low,No,Other,31,Other
Good,GT Bank,61.13 - High,32 - 36,1,30,Low,Low,No,Other,35,Other
Good,First Bank,Low - 60.17,Low - 28,1,15,Low,Low,No,Savings,27,Savings
Good,Zenith Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,30,Savings
Good,GT Bank,Low - 60.17,Low - 28,3,15,Low,High,No,Savings,27,Savings
Bad,GT Bank,Low - 60.17,28 - 32,1,30,Low,Low,No,Other,29,Other
Good,First Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,31,Savings
Good,GT Bank,Low - 60.17,Low - 28,3,15,Low,High,No,Other,23,Other
Good,Zenith Bank,Low - 60.17,32 - 36,6,15,Med,High,No,Savings,34,Savings
Bad,GT Bank,Low - 60.17,36 - High,3,30,Low,High,No,Other,37,Other
Good,GT Bank,Low - 60.17,Low - 28,1,15,Low,Low,No,Other,26,Other
Bad,First Bank,Low - 60.17,28 - 32,4,30,Med,Med,No,Other,30,Other
Good,GT Bank,Low - 60.17,36 - High,2,30,Med,Low,No,Other,40,Other
Good,UBA,Low - 60.17,32 - 36,3,15,Low,High,No,Other,34,Other
Bad,GT Bank,Low - 60.17,28 - 32,2,30,Low,Med,No,Savings,32,Savings
Good,GT Bank,Low - 60.17,28 - 32,6,30,Med,High,No,Other,29,Other
Good,Access Bank,Low - 60.17,32 - 36,1,30,Low,Low,No,Other,35,Other
Good,UBA,Low - 60.17,32 - 36,1,30,Low,Low,No,Savings,34,Savings
Good,Zenith Bank,Low - 60.17,28 - 32,1,30,Low,Low,No,Other,28,Other
Good,GT Bank,Low - 60.17,36 - High,3,30,Low,High,No,Other,47,Other
Good,GT Bank,Low - 60.17,36 - High,3,30,Low,High,No,Savings,45,Savings
Good,GT Bank,Low - 60.17,36 - High,3,15,Low,High,No,Other,40,Other
Good,GT Bank,Low - 60.17,36 - High,4,30,Med,Med,No,Savings,37,Savings
Good,Diamond Bank,Low - 60.17,36 - High,3,15,Low,High,No,Savings,37,Savings
Good,GT Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Other,33,Other
Good,GT Bank,60.17 - 60.23,28 - 32,1,30,Low,Low,No,Other,30,Other
Good,Fidelity Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Other,22,Other
Good,Zenith Bank,61.13 - High,36 - High,3,30,Low,High,No,Savings,36,Savings
Good,GT Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Other,30,Other
Good,UBA,60.23 - 61.13,28 - 32,3,15,Low,High,No,Other,31,Other
Bad,First Bank,60.17 - 60.23,28 - 32,3,15,Low,High,No,Savings,30,Savings
Bad,GT Bank,Low - 60.17,36 - High,1,30,Low,Low,No,Other,38,Other
Good,Access Bank,Low - 60.17,28 - 32,3,30,High,Low,No,Savings,29,Savings
Bad,UBA,Low - 60.17,36 - High,6,30,Med,High,No,Other,39,Other
Good,GT Bank,Low - 60.17,28 - 32,3,15,Low,High,No,Other,31,Other
Bad,UBA,Low - 60.17,28 - 32,1,15,Low,Low,No,Other,30,Other
Good,GT Bank,Low - 60.17,36 - High,2,15,Low,Med,No,Savings,48,Savings
Good,Access Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Other,33,Other
Good,Diamond Bank,61.13 - High,28 - 32,3,15,Low,High,No,Savings,28,Savings
Good,GT Bank,Low - 60.17,36 - High,1,30,Low,Low,No,Other,36,Other
Bad,Diamond Bank,Low - 60.17,Low - 28,3,30,Low,High,No,Savings,27,Savings
Good,GT Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Other,31,Other
Good,First Bank,Low - 60.17,36 - High,2,15,Med,Low,No,Savings,39,Savings
Good,GT Bank,Low - 60.17,36 - High,3,30,Low,High,No,Savings,41,Savings
Good,Zenith Bank,60.23 - 61.13,28 - 32,6,30,Med,High,No,Savings,31,Savings
Good,GT Bank,Low - 60.17,28 - 32,1,30,Low,Low,No,Savings,29,Savings
Good,Diamond Bank,Low - 60.17,36 - High,3,15,Low,High,No,Other,36,Other
Bad,Access Bank,Low - 60.17,36 - High,6,15,Med,High,No,Other,42,Other
Good,Access Bank,Low - 60.17,36 - High,3,30,Low,High,No,Savings,44,Savings
Bad,UBA,Low - 60.17,Low - 28,9,15,High,High,No,Savings,22,Savings
Bad,Sterling Bank,Low - 60.17,32 - 36,1,30,Low,Low,No,Savings,33,Savings
Good,First Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Other,33,Other
Bad,GT Bank,Low - 60.17,36 - High,3,15,Low,High,No,Other,41,Other
Good,FCMB,Low - 60.17,32 - 36,2,30,Med,Low,No,Savings,32,Savings
Good,Fidelity Bank,Low - 60.17,28 - 32,1,15,Low,Low,No,Other,30,Other
Good,Sterling Bank,Low - 60.17,36 - High,1,15,Low,Low,No,Other,39,Other
Good,Diamond Bank,Low - 60.17,28 - 32,2,15,Med,Low,No,Savings,29,Savings
Good,First Bank,Low - 60.17,32 - 36,1,15,Low,Low,No,Other,32,Other
Good,GT Bank,61.13 - High,28 - 32,3,15,Low,High,No,Savings,28,Savings
Good,GT Bank,Low - 60.17,28 - 32,1,15,Low,Low,No,Savings,32,Savings
Good,First Bank,Low - 60.17,36 - High,3,15,Low,High,No,Savings,44,Savings
Bad,Fidelity Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,33,Savings
Good,First Bank,Low - 60.17,28 - 32,6,30,Med,High,No,Other,30,Other
Good,GT Bank,Low - 60.17,28 - 32,1,15,Low,Low,No,Savings,30,Savings
Good,GT Bank,Low - 60.17,36 - High,1,15,Low,Low,No,Other,40,Other
Good,FCMB,Low - 60.17,28 - 32,1,15,Low,Low,No,Other,31,Other
Good,GT Bank,Low - 60.17,Low - 28,3,30,High,Low,No,Other,23,Other
Good,GT Bank,60.23 - 61.13,Low - 28,1,30,Low,Low,No,Other,22,Other
Good,First Bank,Low - 60.17,36 - High,3,15,Low,High,No,Savings,46,Savings
Good,GT Bank,60.23 - 61.13,36 - High,2,15,Med,Low,No,Other,48,Other
Good,GT Bank,Low - 60.17,28 - 32,2,30,Med,Low,No,Other,31,Other
Good,Diamond Bank,60.17 - 60.23,Low - 28,1,30,Low,Low,No,Savings,27,Savings
Good,Stanbic IBTC,60.23 - 61.13,36 - High,1,15,Low,Low,No,Savings,42,Savings
Good,GT Bank,Low - 60.17,Low - 28,3,30,High,Low,No,Savings,22,Savings
Good,GT Bank,Low - 60.17,Low - 28,3,15,Low,High,No,Savings,27,Savings
Good,Skye Bank,Low - 60.17,Low - 28,3,30,High,Low,No,Other,22,Other
Good,Access Bank,Low - 60.17,36 - High,6,15,Med,High,No,Savings,43,Savings
Good,First Bank,60.23 - 61.13,36 - High,1,30,Low,Low,No,Other,43,Other
Good,First Bank,61.13 - High,28 - 32,2,15,Med,Low,No,Other,30,Other
Bad,GT Bank,61.13 - High,36 - High,1,30,Low,Low,No,Savings,47,Savings
Good,First Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,28,Savings
Bad,GT Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,31,Savings
Good,UBA,60.23 - 61.13,32 - 36,1,30,Low,Low,No,Other,36,Other
Good,Stanbic IBTC,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,30,Savings
Good,GT Bank,Low - 60.17,Low - 28,6,15,High,Med,No,Savings,22,Savings
Bad,EcoBank,Low - 60.17,32 - 36,2,30,Med,Low,No,Savings,35,Savings
Good,UBA,Low - 60.17,32 - 36,2,30,Med,Low,No,Other,36,Other
Good,GT Bank,Low - 60.17,Low - 28,1,30,Low,Low,No,Other,25,Other
Good,Keystone Bank,Low - 60.17,32 - 36,1,15,Low,Low,No,Savings,33,Savings
Good,UBA,Low - 60.17,32 - 36,3,30,Low,High,No,Other,33,Other
Good,GT Bank,Low - 60.17,36 - High,6,30,Med,High,No,Other,44,Other
Good,GT Bank,Low - 60.17,Low - 28,4,30,Med,Med,No,Savings,28,Savings
Good,First Bank,Low - 60.17,36 - High,2,30,Med,Low,No,Other,37,Other
Good,Diamond Bank,Low - 60.17,Low - 28,3,30,Low,High,No,Savings,23,Savings
Good,Access Bank,Low - 60.17,Low - 28,3,30,High,Low,No,Other,24,Other
