Good_or_Bad,termdays,referral,bank_account_type_recode,bank_name_clients,employment_status_clients_Risk,DemoCreditRating,AgeAtTimeofLoan Groups 2_25thPctile,DurApproval Groups,loanamount Groups
Bad,15,No,Savings,Access Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,First Bank,High,9,36 - High,Low - 60.17,Norm
Bad,30,Yes,Savings,Zenith Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,Sterling Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,36 - High,61.13 - High,Norm
Bad,15,No,Savings,Sterling Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,Yes,Savings,Access Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,High,9,28 - 32,Low - 60.17,Norm
Bad,15,Yes,Savings,Union Bank,Low,3,32 - 36,61.13 - High,Norm
Bad,17.04904792,No,Savings,GT Bank,Low,3,28 - 32,61.13 - High,Norm
Bad,30,No,Savings,First Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,15,Yes,Savings,FCMB,Low,3,Low - 28,61.13 - High,Norm
Bad,15,No,Savings,Access Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,22.71419365,No,Savings,First Bank,High,9,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,15,Yes,Savings,GT Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,15,No,Savings,First Bank,High,9,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,UBA,Low,3,32 - 36,Low - 60.17,Norm
Bad,15,No,Savings,Zenith Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,30,Yes,Savings,First Bank,Low,1.952366935,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,High,9,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,Access Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,Stanbic IBTC,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,Yes,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,Access Bank,Low,3,32 - 36,Low - 60.17,Norm
Bad,30,No,Savings,First Bank,High,9,36 - High,Low - 60.17,Norm
Bad,15,Yes,Savings,First Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,30,Yes,Savings,UBA,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,Stanbic IBTC,High,9,36 - High,60.23 - 61.13,Norm
Bad,15,Yes,Savings,GT Bank,High,9,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,UBA,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,High,9,28 - 32,Low - 60.17,Norm
Bad,30,No,Savings,First Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,Low,3,28 - 32,Low - 60.17,Norm
Bad,30,No,Savings,Diamond Bank,Low,3,32 - 36,Low - 60.17,Norm
Bad,15,No,Savings,Access Bank,Low,3,Low - 28,Low - 60.17,Norm
Bad,30,No,Other,First Bank,Low,3,32 - 36,60.17 - 60.23,Norm
Bad,30,No,Savings,UBA,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,Access Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,High,9,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Savings,Zenith Bank,Low,3,36 - High,Low - 60.17,Norm
Bad,15,Yes,Savings,GT Bank,Low,3,28 - 32,61.13 - High,Norm
Bad,30,No,Savings,GT Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,High,9,28 - 32,61.13 - High,Norm
Bad,30,No,Savings,GT Bank,Low,3,36 - High,61.13 - High,Norm
Bad,30,No,Savings,First Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,15,No,Savings,Diamond Bank,Low,3,Low - 28,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,High,9,28 - 32,60.23 - 61.13,Norm
Bad,30,Yes,Savings,Access Bank,Low,3,36 - High,61.13 - High,Norm
Bad,15,No,Savings,GT Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,32 - 36,61.13 - High,Norm
Bad,30,No,Savings,GT Bank,High,9,28 - 32,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,15,No,Savings,GT Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,15,Yes,Savings,First Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,2.935507542,28 - 32,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,Low,3,Low - 28,61.13 - High,Norm
Bad,30,Yes,Savings,Skye Bank,Low,3,28 - 32,61.13 - High,Norm
Bad,30,No,Savings,Access Bank,High,9,36 - High,61.13 - High,Norm
Bad,30,No,Savings,Access Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,First Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,First Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,30,Yes,Savings,Access Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Savings,Access Bank,Low,3,32 - 36,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,Low,3,Low - 28,Low - 60.17,Norm
Bad,15,No,Savings,Zenith Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,UBA,High,9,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,EcoBank,High,9,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,Zenith Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,2.23685657,Low - 28,Low - 60.17,Norm
Bad,30,No,Savings,FCMB,Med,6,32 - 36,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,High,9,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,32 - 36,60.17 - 60.23,Norm
Bad,30,No,Savings,First Bank,High,3,Low - 28,60.17 - 60.23,Norm
Bad,25.13578716,No,Savings,First Bank,High,9,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,Low - 60.17,Norm
Bad,30,No,Savings,Zenith Bank,Low,3,32 - 36,61.13 - High,Norm
Bad,30,No,Savings,GT Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,Skye Bank,Low,3,Low - 28,Low - 60.17,Norm
Bad,30,No,Savings,Access Bank,Low,2.993251567,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Other,GT Bank,High,4.998133938,Low - 28,Low - 60.17,Norm
Bad,30,No,Other,Access Bank,Low,1,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Other,First Bank,High,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,First Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,Access Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Savings,Fidelity Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,23.75391647,No,Savings,Zenith Bank,High,9,36 - High,61.13 - High,Norm
Bad,15,No,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,First Bank,Low,2.24107535,28 - 32,60.17 - 60.23,Norm
Bad,15.28233939,No,Savings,UBA,High,9,Low - 28,61.13 - High,Norm
Bad,30,No,Savings,UBA,Low,3,32 - 36,60.17 - 60.23,Norm
Bad,15,No,Savings,Zenith Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Other,First Bank,Low,2.432634148,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,Fidelity Bank,High,9,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,30,No,Savings,First Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,15,No,Savings,First Bank,Low,3,32 - 36,Low - 60.17,Norm
Bad,30,No,Savings,First Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,15,No,Savings,GT Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,First Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,15,No,Savings,GT Bank,High,9,Low - 28,Low - 60.17,Norm
Bad,30,No,Savings,FCMB,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Savings,UBA,High,9,Low - 28,61.13 - High,Norm
Bad,30,No,Other,FCMB,Low,1,Low - 28,Low - 60.17,Norm
Bad,30,No,Other,GT Bank,Low,1,28 - 32,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,First Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Med,6,32 - 36,Low - 60.17,Norm
Bad,30,No,Savings,EcoBank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,26.49237262,Yes,Savings,Access Bank,Low,3,36 - High,61.13 - High,Norm
Bad,30,No,Savings,GT Bank,Low,3,36 - High,61.13 - High,Norm
Bad,15,No,Savings,GT Bank,High,9,Low - 28,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,16.58134559,No,Other,GT Bank,Med,6,28 - 32,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,Low,3,36 - High,61.13 - High,Norm
Bad,30,No,Other,Fidelity Bank,High,9,Low - 28,Low - 60.17,Norm
Bad,30,No,Other,EcoBank,High,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Other,GT Bank,Med,6,36 - High,Low - 60.17,Norm
Bad,30,No,Savings,Diamond Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,Stanbic IBTC,Low,3,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,Fidelity Bank,Low,3,32 - 36,60.17 - 60.23,Norm
Bad,15,Yes,Savings,First Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,25.21804691,No,Savings,Access Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,1.344733859,Low - 28,Low - 60.17,Norm
Bad,26.28311041,Yes,Savings,Diamond Bank,High,9,36 - High,60.17 - 60.23,Norm
Bad,15,No,Savings,GT Bank,High,9,36 - High,Low - 60.17,Norm
Bad,30,No,Other,GT Bank,Low,3,Low - 28,Low - 60.17,Norm
Bad,30,No,Savings,EcoBank,Low,3,28 - 32,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,Med,6,28 - 32,60.17 - 60.23,Norm
Bad,21.64881708,No,Savings,UBA,Low,3,28 - 32,61.13 - High,Norm
Bad,30,No,Savings,Diamond Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,15,No,Savings,First Bank,High,9,28 - 32,60.17 - 60.23,Norm
Bad,15,Yes,Savings,GT Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,15,Yes,Savings,Sterling Bank,High,9,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,UBA,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,15,No,Savings,GT Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,15,Yes,Savings,UBA,High,9,36 - High,60.23 - 61.13,Norm
Bad,30,Yes,Savings,GT Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,Yes,Savings,Access Bank,Low,3,36 - High,61.13 - High,Norm
Bad,30,No,Savings,Access Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,30,No,Savings,First Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,15,No,Savings,First Bank,Low,3,36 - High,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,High,9,28 - 32,60.23 - 61.13,Norm
Bad,30,Yes,Savings,Access Bank,Low,3,28 - 32,61.13 - High,Norm
Bad,15,No,Savings,Wema Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,High,9,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,Diamond Bank,High,9,32 - 36,60.23 - 61.13,Norm
Bad,15,No,Savings,Zenith Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,EcoBank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,30,No,Other,FCMB,Med,5.076132214,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,15,Yes,Savings,GT Bank,High,9,28 - 32,60.23 - 61.13,Norm
Bad,15,No,Savings,EcoBank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,Access Bank,Low,3,32 - 36,60.17 - 60.23,Norm
Bad,30,No,Savings,UBA,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,15,Yes,Savings,GT Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,15,No,Savings,EcoBank,Low,3,32 - 36,Low - 60.17,Norm
Bad,30,No,Savings,Diamond Bank,Low,1.792523299,32 - 36,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,High,9,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,High,9,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,Diamond Bank,Low,3,28 - 32,61.13 - High,Norm
Bad,19.18804623,No,Savings,First Bank,Med,2,36 - High,Low - 60.17,Norm
Bad,30,No,Savings,Access Bank,Low,3,Low - 28,Low - 60.17,Norm
Bad,30,No,Other,Skye Bank,Med,2,Low - 28,Low - 60.17,Norm
Bad,28.44872671,No,Savings,GT Bank,High,9,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,Access Bank,Med,5.334610222,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Other,GT Bank,Med,6,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Other,GT Bank,Low,1,28 - 32,Low - 60.17,Norm
Bad,20.96655691,No,Other,First Bank,Low,2,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Savings,GT Bank,Low,3,Low - 28,Low - 60.17,Norm
Bad,15,No,Savings,First Bank,Low,3,32 - 36,Low - 60.17,Norm
Bad,15,Yes,Savings,GT Bank,High,9,36 - High,60.17 - 60.23,Norm
Bad,15,No,Savings,Zenith Bank,Low,3,28 - 32,Low - 60.17,Norm
Bad,15,No,Savings,Skye Bank,Low,3,Low - 28,Low - 60.17,Norm
Bad,15,Yes,Savings,GT Bank,Low,3,28 - 32,61.13 - High,Norm
Bad,30,No,Savings,Zenith Bank,High,9,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,Zenith Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Savings,GT Bank,High,9,Low - 28,Low - 60.17,Norm
Bad,30,No,Savings,FCMB,High,9,Low - 28,61.13 - High,Norm
Bad,30,No,Other,GT Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,15,No,Other,GT Bank,Med,2.552396217,28 - 32,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,High,9,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Med,6,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Savings,GT Bank,Med,6,28 - 32,Low - 60.17,Norm
Bad,30,No,Other,GT Bank,Med,2.493757585,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,Access Bank,Low,3,36 - High,Low - 60.17,Norm
Bad,30,No,Other,FCMB,Low,2.275160222,Low - 28,Low - 60.17,Norm
Bad,15,Yes,Savings,GT Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,First Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,Yes,Savings,Access Bank,Low,3,28 - 32,61.13 - High,Norm
Bad,30,No,Savings,First Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,High,7.903640826,36 - High,60.17 - 60.23,Norm
Bad,15,No,Savings,UBA,High,4.965196009,28 - 32,Low - 60.17,Norm
Bad,30,No,Savings,Diamond Bank,Low,3,32 - 36,60.17 - 60.23,Norm
Bad,30,No,Savings,Fidelity Bank,High,9,32 - 36,60.17 - 60.23,Norm
Bad,15,Yes,Savings,Access Bank,Low,3,28 - 32,61.13 - High,Norm
Bad,15,No,Savings,GT Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Savings,EcoBank,High,9,32 - 36,Low - 60.17,Norm
Bad,15,No,Savings,Zenith Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,30,Yes,Savings,GT Bank,High,9,32 - 36,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,High,9,36 - High,61.13 - High,Norm
Bad,15,No,Other,GT Bank,High,3,Low - 28,Low - 60.17,Norm
Bad,23.02557738,No,Other,First Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,16.22367172,No,Other,FCMB,Low,1.462625978,Low - 28,Low - 60.17,Norm
Bad,30,No,Other,GT Bank,Low,2.821267803,Low - 28,Low - 60.17,Norm
Bad,30,No,Savings,Access Bank,Low,3,32 - 36,60.17 - 60.23,Norm
Bad,15,No,Other,GT Bank,Low,2.674852814,32 - 36,60.17 - 60.23,Norm
Bad,21.06054564,No,Other,FCMB,Low,1.350572313,36 - High,60.17 - 60.23,Norm
Bad,15,No,Savings,EcoBank,Med,2.934465911,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,Access Bank,Low,1.767469193,32 - 36,60.23 - 61.13,Norm
Bad,30,No,Other,GT Bank,Med,6,36 - High,Low - 60.17,Norm
Bad,30,No,Savings,FCMB,Med,4.271388634,32 - 36,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,Med,6,28 - 32,60.17 - 60.23,Norm
Bad,15,No,Savings,GT Bank,High,9,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Savings,Diamond Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,15,No,Other,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,Yes,Savings,GT Bank,High,9,32 - 36,61.13 - High,Norm
Bad,30,No,Other,First Bank,Med,2,32 - 36,Low - 60.17,Norm
Bad,15,No,Other,Diamond Bank,Med,2,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Other,Diamond Bank,Low,3,32 - 36,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,Low,1,28 - 32,Low - 60.17,Norm
Bad,30,No,Savings,Stanbic IBTC,Low,3,Low - 28,Low - 60.17,Norm
Bad,15,No,Savings,First Bank,Low,1.086776205,28 - 32,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,Low,1,Low - 28,Low - 60.17,Norm
Bad,15,No,Savings,Zenith Bank,High,9,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,1,28 - 32,Low - 60.17,Norm
Bad,15,No,Savings,UBA,Low,1.779610395,32 - 36,Low - 60.17,Norm
Bad,15,No,Other,UBA,Low,1,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Savings,Access Bank,Low,1,32 - 36,Low - 60.17,Norm
Bad,15,No,Other,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,29.81132524,No,Other,GT Bank,Low,3,32 - 36,Low - 60.17,Norm
Bad,15,No,Savings,Diamond Bank,Low,3,Low - 28,Low - 60.17,Norm
Bad,15,No,Savings,Diamond Bank,Low,3,Low - 28,Low - 60.17,Norm
Bad,15,No,Other,Fidelity Bank,Low,2.600053071,36 - High,Low - 60.17,Norm
Bad,30,No,Other,Diamond Bank,Low,3,32 - 36,Low - 60.17,Norm
Bad,15,No,Savings,Zenith Bank,High,3.161065567,Low - 28,Low - 60.17,Norm
Bad,30,No,Savings,Diamond Bank,Low,1,32 - 36,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,Low,2.554552981,36 - High,60.17 - 60.23,Norm
Bad,15,No,Savings,GT Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Savings,Access Bank,Low,2.803449107,Low - 28,Low - 60.17,Norm
Bad,15,No,Savings,Stanbic IBTC,Low,1,28 - 32,Low - 60.17,Norm
Bad,30,No,Savings,First Bank,Low,3,28 - 32,Low - 60.17,Norm
Bad,15,No,Savings,First Bank,Med,2.636160574,36 - High,Low - 60.17,Norm
Bad,30,No,Other,GT Bank,Low,1,28 - 32,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,High,6.720436486,36 - High,Low - 60.17,Norm
Bad,30,No,Other,GT Bank,Low,1,28 - 32,Low - 60.17,Norm
Bad,30,No,Other,GT Bank,Low,3,36 - High,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,Low,2.819694148,28 - 32,Low - 60.17,Norm
Bad,15,No,Savings,Skye Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Other,GT Bank,Low,1,36 - High,Low - 60.17,Norm
Bad,30,No,Other,FCMB,Med,4.78018982,36 - High,Low - 60.17,Norm
Bad,15,No,Other,UBA,Low,1,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Savings,Diamond Bank,Low,3,32 - 36,Low - 60.17,Norm
Bad,27.26886234,No,Other,GT Bank,Med,6,36 - High,Low - 60.17,Norm
Bad,15,No,Savings,UBA,High,9,Low - 28,Low - 60.17,Norm
Bad,30,No,Savings,Diamond Bank,Low,1,32 - 36,Low - 60.17,Norm
Bad,15,No,Other,GT Bank,Low,3,36 - High,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,Low,2.193512488,36 - High,61.13 - High,Norm
Bad,30,No,Savings,GT Bank,Med,3.974749378,32 - 36,Low - 60.17,Norm
Bad,30,No,Savings,UBA,Low,2.983580437,Low - 28,60.23 - 61.13,Norm
Bad,15.04067428,No,Savings,GT Bank,Low,1,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,First Bank,Low,3,28 - 32,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,Low - 60.17,Norm
Bad,30,No,Other,GT Bank,Med,6,36 - High,Low - 60.17,Norm
Bad,30,No,Savings,Access Bank,Low,3,Low - 28,Low - 60.17,Norm
Bad,15,No,Other,GT Bank,Low,3,Low - 28,Low - 60.17,Norm
Bad,30,No,Savings,Zenith Bank,Low,2.535170153,28 - 32,Low - 60.17,Norm
Bad,15,No,Other,UBA,Med,3.284116183,32 - 36,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,Low,2.867981478,Low - 28,Low - 60.17,Norm
Bad,15,No,Other,GT Bank,Low,2.663089847,28 - 32,60.23 - 61.13,Norm
Bad,24.56066295,No,Other,Zenith Bank,Low,1,36 - High,Low - 60.17,Norm
Bad,30,No,Other,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,First Bank,Low,5.362368814,32 - 36,Low - 60.17,Norm
Bad,30,No,Other,GT Bank,Low,1,28 - 32,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,Low,2.930208141,36 - High,61.13 - High,Norm
Bad,15,No,Savings,Zenith Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,Diamond Bank,Low,1.74543717,32 - 36,Low - 60.17,Norm
Bad,22.7276129,No,Savings,Zenith Bank,High,9,Low - 28,Low - 60.17,Norm
Bad,30,No,Savings,UBA,High,9,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Savings,FCMB,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,Stanbic IBTC,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,15,No,Savings,GT Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,First Bank,Low,3,36 - High,61.13 - High,Norm
Bad,15,No,Other,GT Bank,Low,2.419683262,28 - 32,60.23 - 61.13,Norm
Bad,15,No,Other,First Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Other,Skye Bank,Med,2,Low - 28,Low - 60.17,Norm
Bad,15,No,Other,UBA,Med,3.441944611,32 - 36,Low - 60.17,Norm
Bad,15.07485234,No,Other,GT Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,15,No,Other,GT Bank,Med,3.79513367,28 - 32,60.17 - 60.23,Norm
Bad,15,No,Savings,UBA,Low,2.034121209,32 - 36,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,Access Bank,Low,3,Low - 28,Low - 60.17,Norm
Bad,15,No,Savings,Access Bank,High,9,32 - 36,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,36 - High,61.13 - High,Norm
Bad,30,No,Savings,GT Bank,High,9,28 - 32,61.13 - High,Norm
Bad,30,No,Savings,Diamond Bank,Low,3,32 - 36,60.17 - 60.23,Norm
Bad,15,No,Savings,Sterling Bank,Low,2.234136432,28 - 32,Low - 60.17,Norm
Bad,15,No,Savings,Zenith Bank,Low,3,32 - 36,Low - 60.17,Norm
Bad,30,No,Savings,Sterling Bank,High,9,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,Yes,Savings,First Bank,High,9,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,High,9,32 - 36,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,High,9,Low - 28,60.17 - 60.23,Norm
