Source,good_bad_flag of perf-trainperf,termdays,referral,bank_account_type_recode,bank_name_clients,employment_status_clients_Risk,DemoCreditRating,AgeAtTimeofLoan Groups 2_25thPctile,DurApproval Groups,loanamount Groups,___Class___,___Validation___,No Weighting,Weighting,Undersampling,Oversampling,Tomek,SMOTE plus Tomek,Naive No Weighting,Naive Weighting,Naive Under Sampling,Naive Over Sampling,Naive SMOTE,Naive Tomek,Naive SMOTE plus Tomek,Neural No Weighting,Neural Weighting,Neural Under Sampling,Neural Over Sampling,Neural SMOTE,Neural Tomek,Neural SMOTE plus Tomek,BootstrapForest No Weighting,BootstrapForest Weighting,BootstrapForest Under Sampling,BootstrapForest Over Sampling,BootstrapForest SMOTE,BootstrapForest Tomek,BootstrapForest SMOTE plus Tomek,BoostedTree No Weighting,BoostedTree Weighting,BoostedTree Under Sampling,BoostedTree Over Sampling,BoostedTree SMOTE,BoostedTree Tomek,BoostedTree SMOTE plus Tomek,SVM No Weighting,SVM Weighting,SVM Under Sampling,SVM Over Sampling,SVM SMOTE,SVM Tomek,SVM SMOTE plus Tomek,GenReg No Weighting,GenReg Weighting,GenReg Under Sampling,GenReg Over Sampling,GenReg SMOTE,GenReg Tomek,GenReg SMOTE plus Tomek,Prob(good_bad_flag of perf-trainperf==Bad),Prob(good_bad_flag of perf-trainperf==Good),Most Likely good_bad_flag of perf-trainperf
SMOTE Generated Minority Cases,Bad,15,No,Savings,First Bank,Low,2.091937553,28 - 32,Low - 60.17,Norm,1,Validation,0,0,0,0,0,1,0.17856873,0.4384464,0.45381827,0.41211546,0.49172939,0.18754805,0.49105315,0.208624737,0.395841584,0.492618812,0.40929307,0.565766811,0.252782823,0.555155169,,,0.504068488,,,0.33526017,,0.198432624,0.504681898,0.513112949,0.524944736,0.842621419,0.245196988,0.853366567,0.20932896,0.52628343,0.46494115,0.50161789,0.67178539,0.21757099,0.65746351,0.212494024,0.500648644,0.508422959,0.492593557,0.533503153,0.221626281,0.517425566,0.806389884,0.193610116,Bad
SMOTE Generated Minority Cases,Bad,30,No,Savings,GT Bank,Low,1.639130883,Low - 28,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.23064451,0.51863944,0.54624503,0.55008974,0.6329873,0.24043643,0.63814256,0.169554976,0.563037257,0.600837216,0.524990739,0.710816025,0.281997387,0.592078876,,,0.486589701,,,0.328568021,,0.22926948,0.54539669,0.50966863,0.536925977,0.779255445,0.269335567,0.876202262,0.16348664,0.36435833,0.43314258,0.40297975,0.73156738,0.16412272,0.73811006,0.212189022,0.49915048,0.500138714,0.494871956,0.636369779,0.221043256,0.654684936,0.723256034,0.276743966,Bad
SMOTE Generated Minority Cases,Bad,15,No,Savings,Zenith Bank,High,9,Low - 28,60.17 - 60.23,Norm,1,Training,0,0,0,0,0,1,0.48740204,0.7729871,0.68858203,0.80476666,0.80912086,0.51785904,0.80919465,0.242084033,0.57690724,0.570855057,0.577278252,0.688171291,0.425991079,0.791507765,,,0.467119571,,,0.235238046,,0.190232536,0.518945181,0.556404079,0.712705778,0.768207758,0.056372785,0.812253592,0.16360668,0.50881144,0.59091483,0.5610071,0.70622038,0.1655268,0.68224257,0.350349984,0.651298592,0.564727623,0.691018252,0.847229747,0.369497299,0.869384156,0.693255701,0.306744299,Bad
SMOTE Generated Minority Cases,Bad,30,No,Savings,Zenith Bank,Low,3,28 - 32,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.16681905,0.41844642,0.4647936,0.41110553,0.48892558,0.17403261,0.48227583,0.230168749,0.574727909,0.504729946,0.574224359,0.498388344,0.261845906,0.470572817,,,0.717416101,,,0.516873823,,0.223066484,0.50290442,0.55600656,0.517412958,0.557272336,0.231213276,0.567446762,0.42148354,0.77035833,0.67170066,0.79752629,0.73286315,0.41802607,0.73443028,0.218200225,0.508665192,0.508422959,0.509879976,0.575690321,0.230416963,0.598041617,0.679421868,0.320578132,Bad
SMOTE Generated Minority Cases,Bad,30,No,Savings,GT Bank,Low,3,Low - 28,60.17 - 60.23,Norm,1,Validation,0,0,0,0,0,1,0.28026636,0.58343856,0.59428858,0.63375856,0.70902351,0.29009408,0.71979006,0.23966181,0.619479102,0.617934072,0.617051791,0.748718239,0.310289814,0.790140163,,,0.376378427,,,0.175926443,,0.247049981,0.566419268,0.572351097,0.59717686,0.692581969,0.269901129,0.70136243,0.16585041,0.46389005,0.61071063,0.64838685,0.73717822,0.16598284,0.74436007,0.231928458,0.520395929,0.504499219,0.579748956,0.693365882,0.239826895,0.699272601,0.584284943,0.415715057,Bad
SMOTE Generated Minority Cases,Bad,30,No,Savings,Fidelity Bank,Low,2.612476463,28 - 32,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.25647356,0.55326002,0.67363039,0.52287377,0.55148628,0.2676884,0.55415542,0.2218221,0.65852427,0.655620604,0.687846883,0.57677303,0.301567947,0.682200397,,,0.591034093,,,0.366472552,,0.223066484,0.560819944,0.48666739,0.517412958,0.912428235,0.231213276,0.915841123,0.17458507,0.77376719,0.65550312,0.71025479,0.72561611,0.3346165,0.72858673,0.218200225,0.508665192,0.526258657,0.509879976,0.574133056,0.231569312,0.535667979,0.936986004,0.063013996,Bad
SMOTE Generated Minority Cases,Bad,15,No,Savings,GT Bank,Low,2.116484671,32 - 36,Low - 60.17,Norm,1,Validation,0,0,0,0,0,1,0.12460948,0.33825865,0.37907094,0.34201512,0.41925353,0.12830928,0.41423105,0.136320059,0.397719043,0.440355993,0.384917435,0.390702886,0.160263881,0.455182756,,,0.439199546,,,0.206489492,,0.19967802,0.481153154,0.472273067,0.524944736,0.726676393,0.240858273,0.742021834,0.17306696,0.24352949,0.32228466,0.23717534,0.31943437,0.17731588,0.28440481,0.187111834,0.450878413,0.487953831,0.461111196,0.470842879,0.18438537,0.447844898,0.683967312,0.316032689,Bad
SMOTE Generated Minority Cases,Bad,15,No,Savings,UBA,Low,2.901231573,32 - 36,61.13 - High,Norm,1,Validation,0,0,0,0,0,0,0.1340833,0.35705606,0.35803517,0.34825779,0.42169952,0.14324077,0.42224157,0.146310239,0.390297301,0.370477422,0.492806779,0.513417201,0.152209016,0.664042158,,,0.28671098,,,0.216135831,,0.196365836,0.493570337,0.322641469,0.520839016,0.497303969,0.234934996,0.743272806,0.13848298,0.24395435,0.21193063,0.29614607,0.22806055,0.08198411,0.3109814,0.205410102,0.48667286,0.409282988,0.482496214,0.336791026,0.210073837,0.322776134,0.628535052,0.371464949,Bad
SMOTE Generated Minority Cases,Bad,30,No,Savings,Access Bank,Low,2.321411355,32 - 36,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.19262279,0.46153704,0.51671652,0.4605222,0.52641777,0.19879519,0.52435373,0.206010492,0.455900988,0.562210068,0.530628392,0.60605095,0.20771554,0.639286542,,,0.613268254,,,0.395840257,,0.21672975,0.560819944,0.453343496,0.517412958,0.878376505,0.222330091,0.858203647,0.2846775,0.55285496,0.56072874,0.55691753,0.73094885,0.24463693,0.73714,0.249718797,0.539465528,0.587577758,0.554839518,0.796974275,0.265984203,0.789845866,0.919124205,0.080875796,Bad
SMOTE Generated Minority Cases,Bad,15,No,Other,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm,1,Validation,0,0,0,0,0,1,0.13493379,0.35866378,0.36273873,0.33300252,0.45096778,0.14068468,0.45590967,0.144349943,0.391389095,0.386183936,0.347019621,0.407480196,0.194259285,0.616400524,,,0.522941371,,,0.311662205,,0.150188523,0.435633629,0.402795687,0.362306594,0.498826325,0.189066023,0.496977169,0.16534952,0.35147621,0.31790962,0.23634807,0.56752111,0.17999882,0.59035517,0.164766402,0.418050839,0.425066711,0.381587341,0.54032253,0.168797211,0.564794414,0.625428235,0.374571765,Bad
SMOTE Generated Minority Cases,Bad,29.67633705,No,Other,GT Bank,Low,3,32 - 36,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.08581078,0.25181354,0.28383035,0.2493808,0.30568466,0.08747928,0.29892697,0.135309705,0.279153897,0.329677313,0.281017582,0.342346003,0.117876623,0.399529327,,,0.506605693,,,0.191579466,,0.134041525,0.37343055,0.467627749,0.354329185,0.918320813,0.135468727,0.850650391,0.16356418,0.24124038,0.23451339,0.22405289,0.18290619,0.15914768,0.17940447,0.149833553,0.382883886,0.411716231,0.383417888,0.342495137,0.148577098,0.314849746,0.532601165,0.467398835,Bad
SMOTE Generated Minority Cases,Bad,15,No,Savings,Diamond Bank,Low,3,Low - 28,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.15433275,0.39588385,0.35316675,0.40167153,0.51202946,0.16181971,0.51777775,0.141288619,0.584716149,0.411928549,0.440682902,0.639221913,0.19705993,0.619151171,,,0.669493352,,,0.420751444,,0.439696259,0.610519548,0.589973158,0.562802116,0.637424761,0.323130963,0.802124175,0.47798812,0.52089603,0.54894523,0.52880061,0.73715994,0.5315244,0.74446904,0.230223362,0.531110227,0.508422959,0.503881756,0.629683762,0.248199494,0.645854944,0.932904374,0.067095626,Bad
SMOTE Generated Minority Cases,Bad,15,No,Savings,Diamond Bank,Low,3,Low - 28,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.15433275,0.39588385,0.35316675,0.40167153,0.51202946,0.16181971,0.51777775,0.141288619,0.584716149,0.411928549,0.440682902,0.639221913,0.19705993,0.619151171,,,0.669493352,,,0.420751444,,0.439696259,0.610519548,0.589973158,0.562802116,0.637424761,0.323130963,0.802124175,0.47798812,0.52089603,0.54894523,0.52880061,0.73715994,0.5315244,0.74446904,0.230223362,0.531110227,0.508422959,0.503881756,0.629683762,0.248199494,0.645854944,0.932904374,0.067095626,Bad
SMOTE Generated Minority Cases,Bad,15,No,Other,UBA,Low,1,36 - High,Low - 60.17,Norm,1,Validation,0,0,0,0,0,0,0.09978182,0.28397629,0.26600931,0.24473695,0.29966126,0.10693962,0.29824031,0.133834088,0.387133576,0.315689032,0.396153087,0.163712705,0.123783439,0.139124299,,,0.443032554,,,0.266747775,,0.131732222,0.506650985,0.347256324,0.453821308,0.347823759,0.151733647,0.219043691,0.22359117,0.22120981,0.23162586,0.17916186,0.07639569,0.17763194,0.07524744,0.160901026,0.416028767,0.347041701,0.388806859,0.332826796,0.164701123,0.33987294,0.250709692,0.749290308,Good
SMOTE Generated Minority Cases,Bad,30,No,Other,Diamond Bank,Low,1.78477347,32 - 36,Low - 60.17,Norm,1,Validation,0,0,0,0,0,1,0.06454207,0.19806383,0.1764885,0.19051641,0.24404567,0.06549781,0.23991874,0.133709098,0.168960567,0.222099251,0.184047441,0.410928487,0.093535081,0.39884483,,,0.543868076,,,0.254286472,,0.169792728,0.479089448,0.555045544,0.435558368,0.681064412,0.177771834,0.625220287,0.15472404,0.2203896,0.18868929,0.21945288,0.24388245,0.18280857,0.2425336,0.159677679,0.410247236,0.415523497,0.395657265,0.444716621,0.166479739,0.439539928,0.734844855,0.265155146,Bad
SMOTE Generated Minority Cases,Bad,27.15619534,No,Savings,Zenith Bank,High,8.163528919,Low - 28,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.42299674,0.72454796,0.66894125,0.75346367,0.76779592,0.45153264,0.76444045,0.236319814,0.576100221,0.583123801,0.577278301,0.674515666,0.424894594,0.876979162,,,0.662093207,,,0.434211031,,0.57954201,0.822792787,0.610061432,0.755588122,0.997786519,0.58265883,0.979097121,0.90283554,0.77070645,0.73457653,0.78050217,0.7920098,0.91919257,0.79777604,0.338972539,0.642470887,0.564727623,0.626642712,0.779356994,0.360622433,0.79330244,0.904255688,0.095744313,Bad
SMOTE Generated Minority Cases,Bad,30,No,Savings,Diamond Bank,Low,1.864496159,32 - 36,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.11275042,0.31325073,0.289314,0.32395739,0.40241407,0.11504284,0.40112307,0.134677688,0.334685528,0.339399305,0.362305053,0.605524569,0.134218232,0.582544678,,,0.276224722,,,0.115826453,,0.21672975,0.521490685,0.453343496,0.424121368,0.860618134,0.222330091,0.915865518,0.15225024,0.28649889,0.23586799,0.29544404,0.74553645,0.1733468,0.75312083,0.210977039,0.494687319,0.494707157,0.499777306,0.714374299,0.221183466,0.738722682,0.91904515,0.08095485,Bad
SMOTE Generated Minority Cases,Bad,30,No,Savings,GT Bank,Low,2.147459858,36 - High,60.17 - 60.23,Norm,1,Training,0,0,0,0,0,0,0.21422285,0.494966,0.54536889,0.54005757,0.61036996,0.21751915,0.61427075,0.20118843,0.440931257,0.563481359,0.430462841,0.505462692,0.239204302,0.672121572,,,0.480695387,,,0.241341297,,0.225138907,0.502844095,0.483779944,0.503079392,0.920998101,0.237436512,0.927507318,0.13102161,0.4744295,0.64045725,0.646927,0.69683306,0.1240799,0.70487101,0.202885709,0.480268168,0.501767543,0.499811743,0.632025403,0.206852482,0.646760603,0.815101154,0.184898846,Bad
SMOTE Generated Minority Cases,Bad,15,No,Savings,GT Bank,Low,3,28 - 32,60.17 - 60.23,Norm,1,Training,0,0,0,0,0,0,0.17951595,0.44019926,0.45250146,0.45387938,0.54237074,0.18406868,0.54502971,0.164364211,0.41900396,0.469932785,0.456804946,0.547611079,0.209214367,0.413688476,,,0.43842705,,,0.186923964,,0.202970012,0.464013832,0.513129899,0.464625991,0.539743325,0.212516206,0.541065323,0.16404845,0.31219826,0.40127746,0.38213468,0.39317304,0.1636295,0.35083125,0.203905187,0.479515797,0.504499219,0.488602884,0.539377895,0.205566328,0.522166707,0.525877393,0.474122607,Bad
SMOTE Generated Minority Cases,Bad,30,No,Savings,EcoBank,Low,2.200508012,Low - 28,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.31605135,0.62403069,0.56867572,0.65169377,0.66194476,0.343101,0.66992686,0.23081735,0.691341639,0.610316941,0.786184304,0.712355384,0.378007499,0.763549912,,,0.634454958,,,0.445852551,,0.223046129,0.596346718,0.50966863,0.536925977,0.967569859,0.267709727,0.973050534,0.21721867,0.77769182,0.68900145,0.79697934,0.76681556,0.45782502,0.80141686,0.215067778,0.522764303,0.503034264,0.546466173,0.675220323,0.250112387,0.729456267,0.781937795,0.218062205,Bad
SMOTE Generated Minority Cases,Bad,15,No,Savings,Zenith Bank,Low,2.238397005,28 - 32,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.14095215,0.37069414,0.41276047,0.34788977,0.42905309,0.14793969,0.42113167,0.230127009,0.548918285,0.484378015,0.540104265,0.51126156,0.260963375,0.512760801,,,0.680494193,,,0.452727915,,0.198432624,0.504681898,0.513112949,0.524944736,0.835361399,0.245196988,0.853366567,0.53214806,0.61859104,0.60349879,0.71676441,0.67982435,0.52696319,0.66205833,0.212494024,0.500648644,0.508422959,0.492593557,0.539304368,0.221626281,0.54812092,0.915657583,0.084342417,Bad
SMOTE Generated Minority Cases,Bad,30,No,Savings,First Bank,Low,3,28 - 32,Low - 60.17,Norm,1,Validation,0,0,0,0,0,1,0.20956838,0.48804799,0.5068685,0.47833527,0.55232733,0.21874781,0.55306542,0.227785318,0.429050677,0.534449328,0.531582517,0.629865857,0.268863475,0.686655065,,,0.481420187,,,0.332586253,,0.223066484,0.50290442,0.48666739,0.517412958,0.570490115,0.231213276,0.567446762,0.16404519,0.70666923,0.50256795,0.67608317,0.73711394,0.16416208,0.74438441,0.218200225,0.508665192,0.508422959,0.509879976,0.56028822,0.230416963,0.551113232,0.710095783,0.289904217,Bad
SMOTE Generated Minority Cases,Bad,15,No,Savings,First Bank,Low,2.676924206,36 - High,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.18426911,0.4479872,0.5012655,0.43599247,0.51199746,0.1928159,0.51073449,0.203510697,0.399334381,0.544839201,0.388862921,0.602149619,0.261469667,0.540208368,,,0.593396575,,,0.255969918,,0.198432624,0.504681898,0.55769271,0.524944736,0.822050822,0.245196988,0.859710338,0.18492331,0.36154788,0.54765092,0.30861358,0.55566466,0.18581681,0.51246969,0.212494024,0.500648644,0.508422959,0.492593557,0.518640337,0.221626281,0.497233856,0.863725966,0.136274034,Bad
SMOTE Generated Minority Cases,Bad,30,No,Other,Access Bank,Low,1,28 - 32,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.13500781,0.35854641,0.38515209,0.32555276,0.38273557,0.13927798,0.37697063,0.136422109,0.310380051,0.415028737,0.191183074,0.425273098,0.127483148,0.57592847,,,0.59751623,,,0.35742786,,0.175063843,0.630585416,0.486885223,0.435558368,0.78274784,0.182192901,0.57621681,0.57981259,0.61030801,0.57310686,0.67733406,0.31708639,0.61104131,0.29702068,0.29444778,0.56691283,0.522191123,0.534898839,0.735617264,0.322040883,0.718040158,0.547609366,0.452390634,Bad
SMOTE Generated Minority Cases,Bad,15,No,Savings,Fidelity Bank,High,6.553514621,36 - High,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.37245563,0.68027162,0.74901502,0.66846964,0.65467324,0.3934051,0.65076325,0.245071099,0.657514337,0.702478402,0.7089994,0.655909652,0.336622395,0.743002511,,,0.66069591,,,0.13205384,,0.398553974,0.456296519,0.693080498,0.431294597,0.921720204,0.340508002,0.765838145,0.11834306,0.63966729,0.71996221,0.55267733,0.6684921,0.13191903,0.6201754,0.215625338,0.505152594,0.666943598,0.509186287,0.664088188,0.227586859,0.656416143,0.697205378,0.302794622,Bad
SMOTE Generated Minority Cases,Bad,30,No,Other,GT Bank,Low,1,28 - 32,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.10128176,0.28760468,0.30455436,0.27586002,0.33585679,0.103516,0.32911543,0.136014274,0.384239644,0.34047231,0.367587384,0.44923713,0.138455219,0.469388403,,,0.639662815,,,0.449708562,,0.175063843,0.618933993,0.62933564,0.435558368,0.801558009,0.182192901,0.561507071,0.18701308,0.32874169,0.2614927,0.41359849,0.34237196,0.17989636,0.34054006,0.14352642,0.380157589,0.41881441,0.371781856,0.410347157,0.142906088,0.417540469,0.800527778,0.199472222,Bad
SMOTE Generated Minority Cases,Bad,30,No,Other,GT Bank,Low,3,36 - High,Low - 60.17,Norm,1,Validation,0,0,0,0,0,1,0.10305315,0.2918259,0.34759397,0.29180911,0.35586073,0.10488849,0.3482688,0.135769813,0.365441663,0.388068208,0.320034279,0.514642024,0.118856952,0.366702129,,,0.434804996,,,0.216397063,,0.175063843,0.443239866,0.363836231,0.420918315,0.2700468,0.182192901,0.333045962,0.13366773,0.25453724,0.28459736,0.26259567,0.24074663,0.15426401,0.26828394,0.155471262,0.39634503,0.425066711,0.393372472,0.438389108,0.155526677,0.457105739,0.370030833,0.629969167,Good
SMOTE Generated Minority Cases,Bad,30,No,Savings,GT Bank,Low,2.396250726,28 - 32,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.16852338,0.42153017,0.4547808,0.43078588,0.51401943,0.17285983,0.51062524,0.155611261,0.454932229,0.493531795,0.420316625,0.606011381,0.201443653,0.670556053,,,0.446522705,,,0.140042234,,0.223066484,0.548543453,0.48666739,0.517412958,0.912428235,0.231213276,0.915841123,0.16768952,0.30414109,0.3550782,0.3270845,0.72959157,0.16786154,0.72762818,0.20115232,0.475120045,0.502564727,0.488694461,0.539911565,0.202632756,0.547227181,0.943487148,0.056512852,Bad
SMOTE Generated Minority Cases,Bad,15,No,Savings,First Bank,Low,3,36 - High,60.17 - 60.23,Norm,1,Validation,0,0,0,0,0,1,0.22753911,0.51419677,0.54802572,0.52325863,0.594192,0.23636775,0.60048698,0.269115079,0.468452302,0.56267123,0.552167269,0.712776795,0.284611998,0.774430513,,,0.644834811,,,0.488030778,,0.321347226,0.558683656,0.5858682,0.551827338,0.786891145,0.242414191,0.622501289,0.20404236,0.73374204,0.65166475,0.70548479,0.73803408,0.20178533,0.74434315,0.222150395,0.507926167,0.532525987,0.503665819,0.68985628,0.249635598,0.708159455,0.852867695,0.147132305,Bad
SMOTE Generated Minority Cases,Bad,30,No,Other,GT Bank,Low,1,36 - High,Low - 60.17,Norm,1,Validation,0,0,0,0,0,0,0.10465435,0.2951383,0.34480003,0.29527226,0.35196501,0.10653089,0.34465545,0.134125825,0.376502844,0.387761422,0.35864565,0.517174855,0.126249999,0.253223112,,,0.600019218,,,0.357684706,,0.175063843,0.4563313,0.572618192,0.435558368,0.318520968,0.182192901,0.426928702,0.14791397,0.25778366,0.27628565,0.27907974,0.20918869,0.1240787,0.22728979,0.14352642,0.380157589,0.41881441,0.374185807,0.424419314,0.142906088,0.454804171,0.506172949,0.493827051,Bad
SMOTE Generated Minority Cases,Bad,30,No,Other,GT Bank,Med,6,36 - High,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.09189548,0.26536914,0.31138118,0.26870284,0.34056644,0.0999891,0.32404906,0.208011876,0.396773496,0.421876408,0.398368727,0.622034917,0.125411448,0.547437695,,,0.458674626,,,0.401841328,,0.175063843,0.431130886,0.425076538,0.398494289,0.721024749,0.182192901,0.688988325,0.16520751,0.37682527,0.29351107,0.39107093,0.66849169,0.47764096,0.72694958,0.175888308,0.435290781,0.434489681,0.415466808,0.51498163,0.184532077,0.520691847,0.781942699,0.218057301,Bad
SMOTE Generated Minority Cases,Bad,15,No,Other,UBA,Low,1,28 - 32,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.09654932,0.27661577,0.23170791,0.22757419,0.28489444,0.1039145,0.28388651,0.134123159,0.390875933,0.274564734,0.39791935,0.279630041,0.1270325,0.377980827,,,0.465386913,,,0.29363837,,0.131732222,0.381878209,0.33375781,0.351687961,0.564162468,0.151733647,0.371976167,0.24374944,0.26594311,0.23704891,0.22728945,0.14512102,0.25532789,0.14721843,0.160901026,0.416028767,0.347041701,0.388806859,0.43967909,0.164701123,0.431394409,0.652453747,0.347546253,Bad
SMOTE Generated Minority Cases,Bad,30,No,Savings,FCMB,Low,3,Low - 28,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.30697163,0.61410187,0.69097704,0.63775649,0.65317727,0.31373036,0.65532237,0.249047147,0.775093408,0.729829991,0.784707129,0.754187414,0.391048271,0.838527705,,,0.802481386,,,0.521000187,,0.39120359,0.713352715,0.540304841,0.536925977,0.796935186,0.340859619,0.683389989,0.89065785,0.80149237,0.78338804,0.82202778,0.77983834,0.85912896,0.7891569,0.499879508,0.700140206,0.671367425,0.692718906,0.907046442,0.51924526,0.913638123,0.895881154,0.104118846,Bad
SMOTE Generated Minority Cases,Bad,15,No,Other,Access Bank,Med,6,28 - 32,Low - 60.17,Norm,1,Training,0,0,0,0,0,0,0.10040911,0.28471785,0.30576587,0.24615049,0.32008616,0.11135193,0.3043358,0.211780308,0.381661366,0.409026196,0.193406939,0.457530395,0.114710311,0.383706549,,,0.427521941,,,0.21328749,,0.136869922,0.39295169,0.297321309,0.241386664,0.776425667,0.158960451,0.514789309,0.11835195,0.20251034,0.24003617,0.16332602,0.12894894,0.13659836,0.06790703,0.204529076,0.461506303,0.379743515,0.401206818,0.346537638,0.222847843,0.261452741,0.344053779,0.655946221,Good
SMOTE Generated Minority Cases,Bad,15,No,Savings,GT Bank,High,9,Low - 28,Low - 60.17,Norm,1,Validation,0,0,0,0,0,1,0.42792135,0.72829388,0.6411692,0.76167597,0.77447442,0.4547031,0.77116571,0.293870761,0.716079486,0.603796301,0.691553458,0.693434798,0.366054349,0.772862199,,,0.75432128,,,0.396852097,,0.472801958,0.754277284,0.681326544,0.760983359,0.80221461,0.483412577,0.79026831,0.59821095,0.78099399,0.79817289,0.79908799,0.73730908,0.63499821,0.74448661,0.392115876,0.678989407,0.579708522,0.6706859,0.820421548,0.418500913,0.811094333,0.75478753,0.24521247,Bad
SMOTE Generated Minority Cases,Bad,30,No,Savings,Sterling Bank,Low,1.072644191,32 - 36,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.27604298,0.57712921,0.69565046,0.57089274,0.66444827,0.36996378,0.6819072,0.198928433,0.579028026,0.618978149,0.632457187,0.728730792,0.395379908,0.682984746,,,0.555487506,,,0.259104342,,0.21672975,0.521490685,0.453343496,0.424121368,0.86829882,0.222330091,0.919145768,0.17761619,0.49123917,0.41171037,0.4639025,0.69303069,0.1413192,0.69208431,0.210977039,0.494687319,0.521227875,0.499777306,0.705606676,0.24062999,0.662605212,0.837141679,0.162858322,Bad
SMOTE Generated Minority Cases,Bad,15,No,Other,GT Bank,Low,3,36 - High,Low - 60.17,Norm,1,Validation,0,0,0,0,0,1,0.08667786,0.25381963,0.30360473,0.24118486,0.30609488,0.08874244,0.29768274,0.134216954,0.371961569,0.349826339,0.253000554,0.295802747,0.108546444,0.236071037,,,0.559170076,,,0.25538786,,0.143529526,0.407619759,0.577322313,0.354329185,0.322738443,0.152092721,0.30371745,0.16352236,0.25099507,0.2915617,0.19713237,0.13922686,0.16351751,0.12311372,0.151088473,0.388698256,0.425066711,0.376997721,0.373400749,0.149039824,0.366516972,0.498842032,0.501157968,Good
SMOTE Generated Minority Cases,Bad,30,No,Savings,GT Bank,Low,2.635272824,36 - High,61.13 - High,Norm,1,Validation,0,0,0,0,0,1,0.16558204,0.41612555,0.51932829,0.45931558,0.53507847,0.16805322,0.52909384,0.155952795,0.419733302,0.512427044,0.581145855,0.478410411,0.177105449,0.59307314,,,0.595179002,,,0.292778788,,0.219472731,0.548543453,0.518085595,0.517412958,0.949060656,0.238296177,0.939492901,0.16296125,0.23558731,0.5031401,0.32243444,0.72615122,0.15419689,0.73313443,0.202963319,0.477151923,0.503330597,0.493687033,0.517097988,0.204560167,0.509711511,0.912989397,0.087010603,Bad
